index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,Washington,Riddleville,561,134,99,40,0,273,42,34,68,1,145,418,
1,Washington,Warthen,742,163,100,58,0,321,80,58,89,1,228,549,
2,Washington,Tennille,2512,159,430,106,0,695,244,435,300,3,982,1677,
3,Washington,Oconee,581,121,74,27,0,222,51,58,76,1,186,408,
4,Washington,Harrison,1005,207,214,54,2,477,88,64,91,0,243,720,
5,Washington,Davisboro,814,138,153,48,0,339,100,61,84,0,245,584,
6,Washington,Sandersville,6221,294,1241,375,1,1911,414,1018,964,0,2396,4307,
7,Washington,Deepstep,554,191,81,27,1,300,22,30,54,0,106,406,
