index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Peach,Byron 1,2636,150,1073,131,2,1356,80,396,151,0,627,1983,
1,Peach,Byron 2,5028,230,1680,291,4,2205,139,867,413,1,1420,3625,
2,Peach,Claude,908,168,296,51,1,516,41,78,36,0,155,671,
3,Peach,Fort Valley 1,2669,90,447,92,1,630,172,612,312,0,1096,1726,
4,Peach,Fort Valley 2,2670,87,363,67,1,518,168,605,287,0,1060,1578,
5,Peach,Fort Valley 3,2720,26,179,41,0,246,210,724,458,2,1394,1640,
6,Peach,Powersville,1365,144,472,79,4,699,37,171,98,1,307,1006,
