index,County,Precinct,Registered Voters,Nora Leigh Rogers (I) (Rep)_Election Day Votes,Nora Leigh Rogers (I) (Rep)_Advanced Voting Votes,Nora Leigh Rogers (I) (Rep)_Absentee by Mail Votes,Nora Leigh Rogers (I) (Rep)_Provisional Votes,Nora Leigh Rogers (I) (Rep)_Choice Total,Total,
0,Echols,Statenville,2156,234,954,134,0,1322,1322,
