index,County,Precinct,Registered Voters,Randy Courson (I) (Rep)_Election Day Votes,Randy Courson (I) (Rep)_Advanced Voting Votes,Randy Courson (I) (Rep)_Absentee by Mail Votes,Randy Courson (I) (Rep)_Provisional Votes,Randy Courson (I) (Rep)_Choice Total,Total,
0,Echols,Statenville,2156,234,950,138,0,1322,1322,
