index,County,Precinct,Registered Voters,Alan Leonard (I) (Rep)_Election Day Votes,Alan Leonard (I) (Rep)_Advanced Voting Votes,Alan Leonard (I) (Rep)_Absentee by Mail Votes,Alan Leonard (I) (Rep)_Provisional Votes,Alan Leonard (I) (Rep)_Choice Total,Total,
0,Echols,Statenville,2156,230,946,139,0,1315,1315,
