index,County,Precinct,Registered Voters,Bobby Walker (I) (Rep)_Election Day Votes,Bobby Walker (I) (Rep)_Advanced Voting Votes,Bobby Walker (I) (Rep)_Absentee by Mail Votes,Bobby Walker (I) (Rep)_Provisional Votes,Bobby Walker (I) (Rep)_Choice Total,Total,
0,Echols,Statenville,2156,234,917,135,0,1286,1286,
