index,County,Precinct,Registered Voters,Jade Vinson (Rep)_Election Day Votes,Jade Vinson (Rep)_Advanced Voting Votes,Jade Vinson (Rep)_Absentee by Mail Votes,Jade Vinson (Rep)_Provisional Votes,Jade Vinson (Rep)_Choice Total,Teri Laseter (Dem)_Election Day Votes,Teri Laseter (Dem)_Advanced Voting Votes,Teri Laseter (Dem)_Absentee by Mail Votes,Teri Laseter (Dem)_Provisional Votes,Teri Laseter (Dem)_Choice Total,Total,
0,Echols,Statenville,2156,169,774,103,0,1046,86,229,47,0,362,1408,
