index,County,Precinct,Registered Voters,John L. Corbett (I) (Rep)_Election Day Votes,John L. Corbett (I) (Rep)_Advanced Voting Votes,John L. Corbett (I) (Rep)_Absentee by Mail Votes,John L. Corbett (I) (Rep)_Provisional Votes,John L. Corbett (I) (Rep)_Choice Total,Total,
0,Echols,Statenville,2156,231,954,137,0,1322,1322,
