index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Burke,Alexander,389,63,53,69,0,185,44,17,10,0,71,256,
1,Burke,Four Points,2558,394,528,224,0,1146,156,164,56,0,376,1522,
2,Burke,Girard,733,127,91,95,0,313,61,34,16,0,111,424,
3,Burke,Gough,434,71,67,76,0,214,14,27,29,0,70,284,
4,Burke,Greenscut,1036,169,237,106,0,512,49,62,15,0,126,638,
5,Burke,Keysville,476,117,40,38,0,195,41,9,7,0,57,252,
6,Burke,Midville,492,118,35,57,0,210,41,7,11,0,59,269,
7,Burke,Munnerlyn,299,55,49,28,0,132,21,18,3,0,42,174,
8,Burke,Sardis,1049,233,126,73,0,432,78,47,19,0,144,576,
9,Burke,Scotts Crossroads,294,52,40,29,0,121,15,15,9,0,39,160,
10,Burke,Telfair,1121,168,211,142,0,521,47,69,13,0,129,650,
11,Burke,St Clair,442,75,82,66,0,223,29,32,9,0,70,293,
12,Burke,Vidette,313,71,26,39,0,136,39,11,12,0,62,198,
13,Burke,North Waynesboro,2949,237,584,434,0,1255,97,190,97,0,384,1639,
14,Burke,South Waynesboro,3290,323,1011,364,0,1698,97,272,77,0,446,2144,
15,Burke,Blakeney,681,72,154,59,0,285,28,41,17,0,86,371,
