index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Burke,Alexander,389,84,60,15,0,159,25,17,62,0,104,2,3,1,0,6,269,
1,Burke,Four Points,2558,451,490,139,0,1080,125,217,139,0,481,7,9,9,0,25,1586,
2,Burke,Girard,733,110,80,39,0,229,90,54,83,0,227,6,3,0,0,9,465,
3,Burke,Gough,434,36,61,16,0,113,50,40,99,0,189,7,0,0,0,7,309,
4,Burke,Greenscut,1036,144,220,38,0,402,80,92,89,0,261,6,6,2,0,14,677,
5,Burke,Keysville,476,58,41,12,0,111,100,12,29,0,141,5,0,2,0,7,259,
6,Burke,Midville,492,95,21,13,0,129,84,24,60,0,168,3,0,2,0,5,302,
7,Burke,Munnerlyn,299,62,48,2,0,112,23,27,30,0,80,1,1,2,0,4,196,
8,Burke,Sardis,1049,211,123,57,0,391,128,70,46,0,244,2,4,0,0,6,641,
9,Burke,Scotts Crossroads,294,43,19,5,0,67,37,38,46,0,121,0,1,0,0,1,189,
10,Burke,Telfair,1121,150,169,53,0,372,69,124,113,0,306,3,5,3,0,11,689,
11,Burke,St Clair,442,67,81,23,0,171,40,39,61,0,140,3,1,0,0,4,315,
12,Burke,Vidette,313,72,23,8,0,103,43,17,43,0,103,2,0,2,0,4,210,
13,Burke,North Waynesboro,2949,87,338,75,0,500,277,486,476,0,1239,6,10,8,0,24,1763,
14,Burke,South Waynesboro,3290,226,919,158,0,1303,209,440,306,0,955,9,15,11,0,35,2293,
15,Burke,Blakeney,681,38,117,10,0,165,68,93,69,0,230,1,0,1,0,2,397,
