index,County,Precinct,Registered Voters,Henry Shane Tondee (I) (Rep)_Election Day Votes,Henry Shane Tondee (I) (Rep)_Advanced Voting Votes,Henry Shane Tondee (I) (Rep)_Absentee by Mail Votes,Henry Shane Tondee (I) (Rep)_Provisional Votes,Henry Shane Tondee (I) (Rep)_Choice Total,Total,
0,Schley,Precinct One,2882,354,1455,257,1,2067,2067,
