index,County,Precinct,Registered Voters,Brian Belcher (I) (Rep)_Election Day Votes,Brian Belcher (I) (Rep)_Advanced Voting Votes,Brian Belcher (I) (Rep)_Absentee by Mail Votes,Brian Belcher (I) (Rep)_Provisional Votes,Brian Belcher (I) (Rep)_Choice Total,Total,
0,Schley,Precinct One,2882,61,262,57,0,380,380,
