index,County,Precinct,Registered Voters,"Clifton L. Aldridge, Sr. (I) (Dem)_Election Day Votes","Clifton L. Aldridge, Sr. (I) (Dem)_Advanced Voting Votes","Clifton L. Aldridge, Sr. (I) (Dem)_Absentee by Mail Votes","Clifton L. Aldridge, Sr. (I) (Dem)_Provisional Votes","Clifton L. Aldridge, Sr. (I) (Dem)_Choice Total",Total,
0,Schley,Precinct One,2882,57,220,65,0,342,342,
