index,County,Precinct,Registered Voters,Jim Sellars (I) (Rep)_Election Day Votes,Jim Sellars (I) (Rep)_Advanced Voting Votes,Jim Sellars (I) (Rep)_Absentee by Mail Votes,Jim Sellars (I) (Rep)_Provisional Votes,Jim Sellars (I) (Rep)_Choice Total,Total,
0,Schley,Precinct One,2882,345,1417,244,1,2007,2007,
