index,County,Precinct,Registered Voters,Bill McClellan (Rep)_Election Day Votes,Bill McClellan (Rep)_Advanced Voting Votes,Bill McClellan (Rep)_Absentee by Mail Votes,Bill McClellan (Rep)_Provisional Votes,Bill McClellan (Rep)_Choice Total,Total,
0,Schley,Precinct One,2882,347,1406,238,1,1992,1992,
