index,County,Precinct,Registered Voters,Kathy S. Royal (I) (Rep)_Election Day Votes,Kathy S. Royal (I) (Rep)_Advanced Voting Votes,Kathy S. Royal (I) (Rep)_Absentee by Mail Votes,Kathy S. Royal (I) (Rep)_Provisional Votes,Kathy S. Royal (I) (Rep)_Choice Total,Total,
0,Schley,Precinct One,2882,353,1457,245,1,2056,2056,
