County,Nan Orrock (I) (Dem)_Election Day Votes,Nan Orrock (I) (Dem)_Absentee by Mail Votes,Nan Orrock (I) (Dem)_Advanced Voting Votes,Nan Orrock (I) (Dem)_Provisional Votes,Nan Orrock (I) (Dem)_TOTAL VOTES,Total,
Fulton,9666,21772,46043,430,77911,77911,
