County,Lindsey Tippins (I) (Rep)_Election Day Votes,Lindsey Tippins (I) (Rep)_Absentee by Mail Votes,Lindsey Tippins (I) (Rep)_Advanced Voting Votes,Lindsey Tippins (I) (Rep)_Provisional Votes,Lindsey Tippins (I) (Rep)_TOTAL VOTES,Vanessa Parker (Dem)_Election Day Votes,Vanessa Parker (Dem)_Absentee by Mail Votes,Vanessa Parker (Dem)_Advanced Voting Votes,Vanessa Parker (Dem)_Provisional Votes,Vanessa Parker (Dem)_TOTAL VOTES,Total,
Cobb,11966,17001,31238,33,60238,6114,18158,21052,46,45370,105608,
