index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Fannin,Colwell,1105,284,300,127,0,711,30,43,77,0,150,0,2,2,0,4,865,
1,Fannin,Fairplay,1262,307,309,110,0,726,31,68,70,0,169,7,4,2,0,13,908,
2,Fannin,Flinthill,3202,661,811,350,2,1824,67,93,139,0,299,6,7,1,0,14,2137,
3,Fannin,Hemptown,1336,346,328,114,3,791,33,67,81,0,181,5,4,3,0,12,984,
4,Fannin,Hothouse,1290,272,367,138,7,784,15,68,86,0,169,1,2,2,0,5,958,
5,Fannin,Mineral Bluff,1817,351,589,228,0,1168,21,85,106,0,212,7,0,4,0,11,1391,
6,Fannin,Mobile,1160,309,267,135,0,711,28,54,42,0,124,2,0,2,0,4,839,
7,Fannin,Morganton,2067,461,569,233,2,1265,44,114,109,0,267,3,5,2,0,10,1542,
8,Fannin,Noontootla,839,174,225,125,0,524,24,49,65,0,138,0,0,1,0,1,663,
9,Fannin,Skeniah,331,110,58,40,3,211,14,19,26,0,59,0,0,0,0,0,270,
10,Fannin,Sugar Creek,2437,392,792,265,1,1450,29,154,149,0,332,6,4,6,0,16,1798,
11,Fannin,Toccoa,3553,496,1115,388,5,2004,48,214,209,0,471,6,7,7,0,20,2495,
