index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Fannin,Colwell,1105,275,289,123,0,687,22,42,74,0,138,5,5,2,0,12,837,
1,Fannin,Fairplay,1262,290,297,106,0,693,28,67,61,0,156,9,5,8,0,22,871,
2,Fannin,Flinthill,3202,611,771,341,2,1725,64,90,119,0,273,21,18,12,0,51,2049,
3,Fannin,Hemptown,1336,331,318,110,3,762,23,60,65,0,148,10,10,10,0,30,940,
4,Fannin,Hothouse,1290,258,359,129,7,753,13,57,74,0,144,8,10,8,0,26,923,
5,Fannin,Mineral Bluff,1817,330,562,220,0,1112,17,79,92,0,188,13,13,9,0,35,1335,
6,Fannin,Mobile,1160,285,259,125,0,669,31,41,41,0,113,7,10,6,0,23,805,
7,Fannin,Morganton,2067,424,544,235,2,1205,42,98,96,0,236,17,24,6,0,47,1488,
8,Fannin,Noontootla,839,171,221,122,0,514,19,40,59,0,118,4,7,6,0,17,649,
9,Fannin,Skeniah,331,106,53,40,1,200,7,20,25,0,52,6,2,1,1,10,262,
10,Fannin,Sugar Creek,2437,375,764,255,0,1394,25,128,127,0,280,12,15,20,1,48,1722,
11,Fannin,Toccoa,3553,458,1070,386,5,1919,43,193,170,0,406,22,34,25,0,81,2406,
