index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Fannin,Colwell,1105,271,284,122,0,677,25,45,75,0,145,7,6,3,0,16,838,
1,Fannin,Fairplay,1262,285,294,103,0,682,27,67,60,0,154,9,5,6,0,20,856,
2,Fannin,Flinthill,3202,601,749,337,2,1689,61,85,116,0,262,25,26,13,0,64,2015,
3,Fannin,Hemptown,1336,326,313,106,3,748,21,60,67,0,148,14,9,10,0,33,929,
4,Fannin,Hothouse,1290,256,354,128,7,745,13,57,75,0,145,9,11,4,0,24,914,
5,Fannin,Mineral Bluff,1817,325,551,219,0,1095,19,77,95,0,191,10,15,5,0,30,1316,
6,Fannin,Mobile,1160,282,260,125,0,667,27,42,39,0,108,9,7,7,0,23,798,
7,Fannin,Morganton,2067,418,539,227,2,1186,45,101,98,0,244,19,22,4,0,45,1475,
8,Fannin,Noontootla,839,172,217,120,0,509,19,43,59,0,121,2,5,5,0,12,642,
9,Fannin,Skeniah,331,104,53,40,1,198,8,19,24,0,51,5,3,1,1,10,259,
10,Fannin,Sugar Creek,2437,366,752,250,0,1368,29,128,127,0,284,14,12,15,1,42,1694,
11,Fannin,Toccoa,3553,454,1061,377,4,1896,39,193,175,1,408,24,31,20,0,75,2379,
