StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,67,Cobb,I) (Dem,Horacena Tate,Absentee by Mail Votes,11719
13,67,Cobb,I) (Dem,Horacena Tate,Advanced Voting Votes,14380
13,67,Cobb,I) (Dem,Horacena Tate,Election Day Votes,4242
13,67,Cobb,I) (Dem,Horacena Tate,Provisional Votes,20
13,67,Cobb,I) (Dem,Horacena Tate,TOTAL VOTES,30361
13,121,Fulton,I) (Dem,Horacena Tate,Absentee by Mail Votes,13252
13,121,Fulton,I) (Dem,Horacena Tate,Advanced Voting Votes,29569
13,121,Fulton,I) (Dem,Horacena Tate,Election Day Votes,5873
13,121,Fulton,I) (Dem,Horacena Tate,Provisional Votes,399
13,121,Fulton,I) (Dem,Horacena Tate,TOTAL VOTES,49093
