StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,151,Henry,I) (Rep,Brian Strickland,Absentee by Mail Votes,5337
13,151,Henry,I) (Rep,Brian Strickland,Advanced Voting Votes,22661
13,151,Henry,I) (Rep,Brian Strickland,Election Day Votes,6358
13,151,Henry,I) (Rep,Brian Strickland,Provisional Votes,12
13,151,Henry,I) (Rep,Brian Strickland,TOTAL VOTES,34368
13,151,Henry,Dem,Kelly Rose,Absentee by Mail Votes,10434
13,151,Henry,Dem,Kelly Rose,Advanced Voting Votes,21245
13,151,Henry,Dem,Kelly Rose,Election Day Votes,4673
13,151,Henry,Dem,Kelly Rose,Provisional Votes,32
13,151,Henry,Dem,Kelly Rose,TOTAL VOTES,36384
13,217,Newton,I) (Rep,Brian Strickland,Absentee by Mail Votes,2555
13,217,Newton,I) (Rep,Brian Strickland,Advanced Voting Votes,4286
13,217,Newton,I) (Rep,Brian Strickland,Election Day Votes,6892
13,217,Newton,I) (Rep,Brian Strickland,Provisional Votes,5
13,217,Newton,I) (Rep,Brian Strickland,TOTAL VOTES,13738
13,217,Newton,Dem,Kelly Rose,Absentee by Mail Votes,2848
13,217,Newton,Dem,Kelly Rose,Advanced Voting Votes,3286
13,217,Newton,Dem,Kelly Rose,Election Day Votes,2017
13,217,Newton,Dem,Kelly Rose,Provisional Votes,3
13,217,Newton,Dem,Kelly Rose,TOTAL VOTES,8154
13,247,Rockdale,I) (Rep,Brian Strickland,Absentee by Mail Votes,953
13,247,Rockdale,I) (Rep,Brian Strickland,Advanced Voting Votes,2427
13,247,Rockdale,I) (Rep,Brian Strickland,Election Day Votes,966
13,247,Rockdale,I) (Rep,Brian Strickland,Provisional Votes,1
13,247,Rockdale,I) (Rep,Brian Strickland,TOTAL VOTES,4347
13,247,Rockdale,Dem,Kelly Rose,Absentee by Mail Votes,1839
13,247,Rockdale,Dem,Kelly Rose,Advanced Voting Votes,3405
13,247,Rockdale,Dem,Kelly Rose,Election Day Votes,726
13,247,Rockdale,Dem,Kelly Rose,Provisional Votes,0
13,247,Rockdale,Dem,Kelly Rose,TOTAL VOTES,5970
