StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,145,Harris,I) (Rep,Randy Robertson,Absentee by Mail Votes,2908
13,145,Harris,I) (Rep,Randy Robertson,Advanced Voting Votes,7497
13,145,Harris,I) (Rep,Randy Robertson,Election Day Votes,6177
13,145,Harris,I) (Rep,Randy Robertson,Provisional Votes,17
13,145,Harris,I) (Rep,Randy Robertson,TOTAL VOTES,16599
13,199,Meriwether,I) (Rep,Randy Robertson,Absentee by Mail Votes,1536
13,199,Meriwether,I) (Rep,Randy Robertson,Advanced Voting Votes,3941
13,199,Meriwether,I) (Rep,Randy Robertson,Election Day Votes,2732
13,199,Meriwether,I) (Rep,Randy Robertson,Provisional Votes,6
13,199,Meriwether,I) (Rep,Randy Robertson,TOTAL VOTES,8215
13,215,Muscogee,I) (Rep,Randy Robertson,Absentee by Mail Votes,7297
13,215,Muscogee,I) (Rep,Randy Robertson,Advanced Voting Votes,17508
13,215,Muscogee,I) (Rep,Randy Robertson,Election Day Votes,6134
13,215,Muscogee,I) (Rep,Randy Robertson,Provisional Votes,13
13,215,Muscogee,I) (Rep,Randy Robertson,TOTAL VOTES,30952
13,285,Troup,I) (Rep,Randy Robertson,Absentee by Mail Votes,2776
13,285,Troup,I) (Rep,Randy Robertson,Advanced Voting Votes,7595
13,285,Troup,I) (Rep,Randy Robertson,Election Day Votes,3957
13,285,Troup,I) (Rep,Randy Robertson,Provisional Votes,31
13,285,Troup,I) (Rep,Randy Robertson,TOTAL VOTES,14359
