StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,113,Fayette,Dem,Cinquez Jester,Absentee by Mail Votes,5246
13,113,Fayette,Dem,Cinquez Jester,Advanced Voting Votes,8480
13,113,Fayette,Dem,Cinquez Jester,Election Day Votes,1632
13,113,Fayette,Dem,Cinquez Jester,Provisional Votes,0
13,113,Fayette,Dem,Cinquez Jester,TOTAL VOTES,15358
13,113,Fayette,I) (Rep,Marty Harbin,Absentee by Mail Votes,6209
13,113,Fayette,I) (Rep,Marty Harbin,Advanced Voting Votes,19432
13,113,Fayette,I) (Rep,Marty Harbin,Election Day Votes,5334
13,113,Fayette,I) (Rep,Marty Harbin,Provisional Votes,0
13,113,Fayette,I) (Rep,Marty Harbin,TOTAL VOTES,30975
13,171,Lamar,Dem,Cinquez Jester,Absentee by Mail Votes,863
13,171,Lamar,Dem,Cinquez Jester,Advanced Voting Votes,1101
13,171,Lamar,Dem,Cinquez Jester,Election Day Votes,446
13,171,Lamar,Dem,Cinquez Jester,Provisional Votes,2
13,171,Lamar,Dem,Cinquez Jester,TOTAL VOTES,2412
13,171,Lamar,I) (Rep,Marty Harbin,Absentee by Mail Votes,838
13,171,Lamar,I) (Rep,Marty Harbin,Advanced Voting Votes,3773
13,171,Lamar,I) (Rep,Marty Harbin,Election Day Votes,1750
13,171,Lamar,I) (Rep,Marty Harbin,Provisional Votes,7
13,171,Lamar,I) (Rep,Marty Harbin,TOTAL VOTES,6368
13,231,Pike,Dem,Cinquez Jester,Absentee by Mail Votes,480
13,231,Pike,Dem,Cinquez Jester,Advanced Voting Votes,627
13,231,Pike,Dem,Cinquez Jester,Election Day Votes,253
13,231,Pike,Dem,Cinquez Jester,Provisional Votes,0
13,231,Pike,Dem,Cinquez Jester,TOTAL VOTES,1360
13,231,Pike,I) (Rep,Marty Harbin,Absentee by Mail Votes,941
13,231,Pike,I) (Rep,Marty Harbin,Advanced Voting Votes,5809
13,231,Pike,I) (Rep,Marty Harbin,Election Day Votes,2325
13,231,Pike,I) (Rep,Marty Harbin,Provisional Votes,0
13,231,Pike,I) (Rep,Marty Harbin,TOTAL VOTES,9075
13,255,Spalding,Dem,Cinquez Jester,Absentee by Mail Votes,3942
13,255,Spalding,Dem,Cinquez Jester,Advanced Voting Votes,4337
13,255,Spalding,Dem,Cinquez Jester,Election Day Votes,2461
13,255,Spalding,Dem,Cinquez Jester,Provisional Votes,332
13,255,Spalding,Dem,Cinquez Jester,TOTAL VOTES,11072
13,255,Spalding,I) (Rep,Marty Harbin,Absentee by Mail Votes,3570
13,255,Spalding,I) (Rep,Marty Harbin,Advanced Voting Votes,8701
13,255,Spalding,I) (Rep,Marty Harbin,Election Day Votes,5203
13,255,Spalding,I) (Rep,Marty Harbin,Provisional Votes,532
13,255,Spalding,I) (Rep,Marty Harbin,TOTAL VOTES,18006
