StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,45,Carroll,I) (Rep,Matt Brass,Absentee by Mail Votes,794
13,45,Carroll,I) (Rep,Matt Brass,Advanced Voting Votes,3140
13,45,Carroll,I) (Rep,Matt Brass,Election Day Votes,2308
13,45,Carroll,I) (Rep,Matt Brass,Provisional Votes,1
13,45,Carroll,I) (Rep,Matt Brass,TOTAL VOTES,6243
13,77,Coweta,I) (Rep,Matt Brass,Absentee by Mail Votes,13068
13,77,Coweta,I) (Rep,Matt Brass,Advanced Voting Votes,27884
13,77,Coweta,I) (Rep,Matt Brass,Election Day Votes,21127
13,77,Coweta,I) (Rep,Matt Brass,Provisional Votes,14
13,77,Coweta,I) (Rep,Matt Brass,TOTAL VOTES,62093
13,121,Fulton,I) (Rep,Matt Brass,Absentee by Mail Votes,239
13,121,Fulton,I) (Rep,Matt Brass,Advanced Voting Votes,629
13,121,Fulton,I) (Rep,Matt Brass,Election Day Votes,209
13,121,Fulton,I) (Rep,Matt Brass,Provisional Votes,1
13,121,Fulton,I) (Rep,Matt Brass,TOTAL VOTES,1078
13,149,Heard,I) (Rep,Matt Brass,Absentee by Mail Votes,761
13,149,Heard,I) (Rep,Matt Brass,Advanced Voting Votes,2241
13,149,Heard,I) (Rep,Matt Brass,Election Day Votes,1666
13,149,Heard,I) (Rep,Matt Brass,Provisional Votes,1
13,149,Heard,I) (Rep,Matt Brass,TOTAL VOTES,4669
13,285,Troup,I) (Rep,Matt Brass,Absentee by Mail Votes,1369
13,285,Troup,I) (Rep,Matt Brass,Advanced Voting Votes,5138
13,285,Troup,I) (Rep,Matt Brass,Election Day Votes,1991
13,285,Troup,I) (Rep,Matt Brass,Provisional Votes,7
13,285,Troup,I) (Rep,Matt Brass,TOTAL VOTES,8505
