StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,71,Colquitt,I) (Rep,Dean Burke,Absentee by Mail Votes,1835
13,71,Colquitt,I) (Rep,Dean Burke,Advanced Voting Votes,6777
13,71,Colquitt,I) (Rep,Dean Burke,Election Day Votes,4651
13,71,Colquitt,I) (Rep,Dean Burke,Provisional Votes,11
13,71,Colquitt,I) (Rep,Dean Burke,TOTAL VOTES,13274
13,87,Decatur,I) (Rep,Dean Burke,Absentee by Mail Votes,1521
13,87,Decatur,I) (Rep,Dean Burke,Advanced Voting Votes,5617
13,87,Decatur,I) (Rep,Dean Burke,Election Day Votes,1893
13,87,Decatur,I) (Rep,Dean Burke,Provisional Votes,11
13,87,Decatur,I) (Rep,Dean Burke,TOTAL VOTES,9042
13,99,Early,I) (Rep,Dean Burke,Absentee by Mail Votes,674
13,99,Early,I) (Rep,Dean Burke,Advanced Voting Votes,1932
13,99,Early,I) (Rep,Dean Burke,Election Day Votes,1052
13,99,Early,I) (Rep,Dean Burke,Provisional Votes,0
13,99,Early,I) (Rep,Dean Burke,TOTAL VOTES,3658
13,131,Grady,I) (Rep,Dean Burke,Absentee by Mail Votes,1487
13,131,Grady,I) (Rep,Dean Burke,Advanced Voting Votes,4634
13,131,Grady,I) (Rep,Dean Burke,Election Day Votes,2328
13,131,Grady,I) (Rep,Dean Burke,Provisional Votes,0
13,131,Grady,I) (Rep,Dean Burke,TOTAL VOTES,8449
13,201,Miller,I) (Rep,Dean Burke,Absentee by Mail Votes,348
13,201,Miller,I) (Rep,Dean Burke,Advanced Voting Votes,1361
13,201,Miller,I) (Rep,Dean Burke,Election Day Votes,577
13,201,Miller,I) (Rep,Dean Burke,Provisional Votes,2
13,201,Miller,I) (Rep,Dean Burke,TOTAL VOTES,2288
13,205,Mitchell,I) (Rep,Dean Burke,Absentee by Mail Votes,613
13,205,Mitchell,I) (Rep,Dean Burke,Advanced Voting Votes,1629
13,205,Mitchell,I) (Rep,Dean Burke,Election Day Votes,1379
13,205,Mitchell,I) (Rep,Dean Burke,Provisional Votes,2
13,205,Mitchell,I) (Rep,Dean Burke,TOTAL VOTES,3623
13,253,Seminole,I) (Rep,Dean Burke,Absentee by Mail Votes,389
13,253,Seminole,I) (Rep,Dean Burke,Advanced Voting Votes,1706
13,253,Seminole,I) (Rep,Dean Burke,Election Day Votes,1060
13,253,Seminole,I) (Rep,Dean Burke,Provisional Votes,0
13,253,Seminole,I) (Rep,Dean Burke,TOTAL VOTES,3155
13,275,Thomas,I) (Rep,Dean Burke,Absentee by Mail Votes,2147
13,275,Thomas,I) (Rep,Dean Burke,Advanced Voting Votes,8748
13,275,Thomas,I) (Rep,Dean Burke,Election Day Votes,2615
13,275,Thomas,I) (Rep,Dean Burke,Provisional Votes,3
13,275,Thomas,I) (Rep,Dean Burke,TOTAL VOTES,13513
