StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,81,Crisp,I) (Rep,Carden H. Summers,Absentee by Mail Votes,860
13,81,Crisp,I) (Rep,Carden H. Summers,Advanced Voting Votes,3277
13,81,Crisp,I) (Rep,Carden H. Summers,Election Day Votes,982
13,81,Crisp,I) (Rep,Carden H. Summers,Provisional Votes,3
13,81,Crisp,I) (Rep,Carden H. Summers,TOTAL VOTES,5122
13,81,Crisp,Dem,Mary Egler,Absentee by Mail Votes,769
13,81,Crisp,Dem,Mary Egler,Advanced Voting Votes,1351
13,81,Crisp,Dem,Mary Egler,Election Day Votes,519
13,81,Crisp,Dem,Mary Egler,Provisional Votes,1
13,81,Crisp,Dem,Mary Egler,TOTAL VOTES,2640
13,91,Dodge,I) (Rep,Carden H. Summers,Absentee by Mail Votes,717
13,91,Dodge,I) (Rep,Carden H. Summers,Advanced Voting Votes,2704
13,91,Dodge,I) (Rep,Carden H. Summers,Election Day Votes,2242
13,91,Dodge,I) (Rep,Carden H. Summers,Provisional Votes,5
13,91,Dodge,I) (Rep,Carden H. Summers,TOTAL VOTES,5668
13,91,Dodge,Dem,Mary Egler,Absentee by Mail Votes,517
13,91,Dodge,Dem,Mary Egler,Advanced Voting Votes,929
13,91,Dodge,Dem,Mary Egler,Election Day Votes,513
13,91,Dodge,Dem,Mary Egler,Provisional Votes,0
13,91,Dodge,Dem,Mary Egler,TOTAL VOTES,1959
13,93,Dooly,I) (Rep,Carden H. Summers,Absentee by Mail Votes,255
13,93,Dooly,I) (Rep,Carden H. Summers,Advanced Voting Votes,1392
13,93,Dooly,I) (Rep,Carden H. Summers,Election Day Votes,459
13,93,Dooly,I) (Rep,Carden H. Summers,Provisional Votes,2
13,93,Dooly,I) (Rep,Carden H. Summers,TOTAL VOTES,2108
13,93,Dooly,Dem,Mary Egler,Absentee by Mail Votes,456
13,93,Dooly,Dem,Mary Egler,Advanced Voting Votes,872
13,93,Dooly,Dem,Mary Egler,Election Day Votes,430
13,93,Dooly,Dem,Mary Egler,Provisional Votes,2
13,93,Dooly,Dem,Mary Egler,TOTAL VOTES,1760
13,177,Lee,I) (Rep,Carden H. Summers,Absentee by Mail Votes,1265
13,177,Lee,I) (Rep,Carden H. Summers,Advanced Voting Votes,7665
13,177,Lee,I) (Rep,Carden H. Summers,Election Day Votes,2992
13,177,Lee,I) (Rep,Carden H. Summers,Provisional Votes,4
13,177,Lee,I) (Rep,Carden H. Summers,TOTAL VOTES,11926
13,177,Lee,Dem,Mary Egler,Absentee by Mail Votes,1128
13,177,Lee,Dem,Mary Egler,Advanced Voting Votes,2319
13,177,Lee,Dem,Mary Egler,Election Day Votes,876
13,177,Lee,Dem,Mary Egler,Provisional Votes,2
13,177,Lee,Dem,Mary Egler,TOTAL VOTES,4325
13,261,Sumter,I) (Rep,Carden H. Summers,Absentee by Mail Votes,277
13,261,Sumter,I) (Rep,Carden H. Summers,Advanced Voting Votes,1227
13,261,Sumter,I) (Rep,Carden H. Summers,Election Day Votes,711
13,261,Sumter,I) (Rep,Carden H. Summers,Provisional Votes,1
13,261,Sumter,I) (Rep,Carden H. Summers,TOTAL VOTES,2216
13,261,Sumter,Dem,Mary Egler,Absentee by Mail Votes,517
13,261,Sumter,Dem,Mary Egler,Advanced Voting Votes,729
13,261,Sumter,Dem,Mary Egler,Election Day Votes,291
13,261,Sumter,Dem,Mary Egler,Provisional Votes,2
13,261,Sumter,Dem,Mary Egler,TOTAL VOTES,1539
13,277,Tift,I) (Rep,Carden H. Summers,Absentee by Mail Votes,1299
13,277,Tift,I) (Rep,Carden H. Summers,Advanced Voting Votes,6813
13,277,Tift,I) (Rep,Carden H. Summers,Election Day Votes,2692
