index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Greene,Greensboro,3999,157,938,196,0,1291,188,716,499,6,1409,12,45,17,0,74,2774,
1,Greene,Union Point,1873,130,361,103,0,594,148,271,204,0,623,13,13,13,0,39,1256,
2,Greene,Siloam,991,59,219,51,0,329,94,130,120,0,344,7,5,1,0,13,686,
3,Greene,White Plains,347,27,87,25,0,139,33,57,29,0,119,2,2,1,0,5,263,
4,Greene,Old Salem,6961,461,3408,982,2,4853,58,547,485,2,1092,20,68,35,0,123,6068,
