index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,Greene,Greensboro,3999,163,946,222,1,1332,191,745,491,5,1432,2764,
1,Greene,Union Point,1873,140,368,108,0,616,149,276,212,0,637,1253,
2,Greene,Siloam,991,63,222,54,0,339,101,133,118,0,352,691,
3,Greene,White Plains,347,30,89,25,0,144,33,57,29,0,119,263,
4,Greene,Old Salem,6961,474,3474,998,2,4948,67,567,501,2,1137,6085,
