index,County,Precinct,Registered Voters,Austin Scott (I) (Rep)_Election Day Votes,Austin Scott (I) (Rep)_Advanced Voting Votes,Austin Scott (I) (Rep)_Absentee by Mail Votes,Austin Scott (I) (Rep)_Provisional Votes,Austin Scott (I) (Rep)_Choice Total,Lindsay Holliday (Dem)_Election Day Votes,Lindsay Holliday (Dem)_Advanced Voting Votes,Lindsay Holliday (Dem)_Absentee by Mail Votes,Lindsay Holliday (Dem)_Provisional Votes,Lindsay Holliday (Dem)_Choice Total,Total,
0,Brooks,Quitman,4117,187,594,134,4,919,191,581,517,2,1291,2210,
1,Brooks,Barwick,350,96,54,22,1,173,13,25,29,0,67,240,
2,Brooks,Dixie,1066,127,193,36,0,356,67,141,172,1,381,737,
3,Brooks,Briggs,2317,370,626,139,0,1135,65,116,119,0,300,1435,
4,Brooks,Nankin,735,163,208,39,0,410,17,31,27,0,75,485,
5,Brooks,Morven,1962,299,502,123,0,924,90,135,154,0,379,1303,
6,Brooks,Pavo,607,152,115,43,0,310,41,28,40,0,109,419,
