index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Mitchell,Baconton,1129,166,221,89,0,476,75,88,49,0,212,688,
1,Mitchell,Branchville,599,125,132,39,0,296,44,81,15,0,140,436,
2,Mitchell,Camilla North,1996,158,405,275,0,838,68,162,113,0,343,1181,
3,Mitchell,Camilla South,3475,209,981,389,2,1581,70,391,214,1,676,2257,
4,Mitchell,Cotton,399,118,47,23,0,188,61,28,19,0,108,296,
5,Mitchell,Hopeful,350,63,61,25,1,150,36,36,11,1,84,234,
6,Mitchell,Hinsonton,134,58,16,3,0,77,19,4,4,0,27,104,
7,Mitchell,Lester,1357,218,239,104,1,562,72,103,60,0,235,797,
8,Mitchell,Pebble City,162,50,24,14,0,88,20,9,3,0,32,120,
9,Mitchell,Pelham,3489,312,699,369,1,1381,136,319,183,0,638,2019,
10,Mitchell,Sale City,384,113,44,24,0,181,38,20,14,0,72,253,
