index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Mitchell,Baconton,1129,153,200,37,0,390,96,118,106,0,320,6,8,3,0,17,727,
1,Mitchell,Branchville,599,163,181,27,0,371,10,36,28,0,74,3,5,0,0,8,453,
2,Mitchell,Camilla North,1996,45,183,28,0,256,182,374,372,0,928,5,8,7,0,20,1204,
3,Mitchell,Camilla South,3475,113,855,223,0,1191,153,537,401,2,1093,13,21,10,1,45,2329,
4,Mitchell,Cotton,399,176,71,33,0,280,13,5,8,0,26,2,1,1,0,4,310,
5,Mitchell,Hopeful,350,89,86,23,2,200,10,12,12,0,34,1,3,1,0,5,239,
6,Mitchell,Hinsonton,134,79,17,3,0,99,0,3,6,0,9,1,1,0,0,2,110,
7,Mitchell,Lester,1357,264,313,90,0,667,33,48,85,1,167,9,5,2,0,16,850,
8,Mitchell,Pebble City,162,64,24,16,0,104,7,8,2,0,17,1,0,0,0,1,122,
9,Mitchell,Pelham,3489,218,668,182,0,1068,236,388,387,1,1012,6,16,11,0,33,2113,
10,Mitchell,Sale City,384,139,48,23,0,210,21,19,15,0,55,1,2,2,0,5,270,
