index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Decatur,Mt Pleasant,564,132,224,35,0,391,7,22,21,0,50,1,0,1,0,2,443,
1,Decatur,Recovery,678,168,145,66,1,380,19,33,64,1,117,2,1,2,0,5,502,
2,Decatur,Kendrick,566,128,159,18,1,306,24,36,41,0,101,2,1,0,0,3,410,
3,Decatur,Climax,975,198,313,46,2,559,40,82,68,0,190,4,2,0,0,6,755,
4,Decatur,Brinson,836,147,275,50,0,472,37,58,37,0,132,5,3,0,0,8,612,
5,Decatur,West Bainbridge,2238,116,581,94,0,791,102,373,179,1,655,4,18,5,0,27,1473,
6,Decatur,Bainbridge-Coliseum,5641,283,1737,320,1,2341,235,870,417,2,1524,11,30,16,0,57,3922,
7,Decatur,BDGE-Fairgrounds,3308,154,738,103,0,995,150,594,284,2,1030,12,35,17,0,64,2089,
8,Decatur,Attapulgus,1812,122,254,84,1,461,163,346,255,0,764,2,9,7,0,18,1243,
