index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Decatur,Mt Pleasant,564,120,210,36,0,366,17,33,21,0,71,437,
1,Decatur,Recovery,678,161,140,67,1,369,26,38,66,1,131,500,
2,Decatur,Kendrick,566,119,150,13,0,282,30,44,45,1,120,402,
3,Decatur,Climax,975,185,305,40,2,532,53,91,75,0,219,751,
4,Decatur,Brinson,836,142,268,45,0,455,44,61,43,0,148,603,
5,Decatur,West Bainbridge,2238,99,531,86,0,716,122,424,204,1,751,1467,
6,Decatur,Bainbridge-Coliseum,5641,259,1639,292,0,2190,260,969,477,3,1709,3899,
7,Decatur,BDGE-Fairgrounds,3308,147,672,96,0,915,162,681,323,2,1168,2083,
8,Decatur,Attapulgus,1812,109,243,75,1,428,176,356,278,1,811,1239,
