index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Decatur,Mt Pleasant,564,127,214,35,0,376,4,22,21,0,47,2,1,2,0,5,428,
1,Decatur,Recovery,678,170,145,68,1,384,13,29,62,1,105,4,3,3,0,10,499,
2,Decatur,Kendrick,566,122,162,15,0,299,21,28,39,0,88,4,3,3,0,10,397,
3,Decatur,Climax,975,195,307,45,2,549,38,81,65,0,184,7,3,4,0,14,747,
4,Decatur,Brinson,836,148,271,51,0,470,32,48,35,0,115,4,6,1,0,11,596,
5,Decatur,West Bainbridge,2238,117,557,91,0,765,91,368,196,1,656,7,21,4,0,32,1453,
6,Decatur,Bainbridge-Coliseum,5641,267,1692,321,1,2281,227,822,408,2,1459,24,50,28,0,102,3842,
7,Decatur,BDGE-Fairgrounds,3308,150,722,101,0,973,140,569,295,2,1006,16,35,21,0,72,2051,
8,Decatur,Attapulgus,1812,119,249,83,1,452,149,332,267,2,750,12,10,4,0,26,1228,
