index,County,Precinct,Registered Voters,Michael Wayne Kubeck (Rep)_Election Day Votes,Michael Wayne Kubeck (Rep)_Advanced Voting Votes,Michael Wayne Kubeck (Rep)_Absentee by Mail Votes,Michael Wayne Kubeck (Rep)_Provisional Votes,Michael Wayne Kubeck (Rep)_Choice Total,Irene Y. Burney (I) (Dem)_Election Day Votes,Irene Y. Burney (I) (Dem)_Advanced Voting Votes,Irene Y. Burney (I) (Dem)_Absentee by Mail Votes,Irene Y. Burney (I) (Dem)_Provisional Votes,Irene Y. Burney (I) (Dem)_Choice Total,Total,
0,Evans,Veterans Community Center,6135,42,105,36,0,183,52,167,73,0,292,475,
