index,County,Precinct,Registered Voters,Mac Edwards (Rep)_Election Day Votes,Mac Edwards (Rep)_Advanced Voting Votes,Mac Edwards (Rep)_Absentee by Mail Votes,Mac Edwards (Rep)_Provisional Votes,Mac Edwards (Rep)_Choice Total,Virgil Deloach (Ind)_Election Day Votes,Virgil Deloach (Ind)_Advanced Voting Votes,Virgil Deloach (Ind)_Absentee by Mail Votes,Virgil Deloach (Ind)_Provisional Votes,Virgil Deloach (Ind)_Choice Total,Total,
0,Evans,Veterans Community Center,6135,359,1617,439,0,2415,335,990,378,0,1703,4118,
