index,County,Precinct,Registered Voters,Mellie NeSmith (I) (Rep)_Election Day Votes,Mellie NeSmith (I) (Rep)_Advanced Voting Votes,Mellie NeSmith (I) (Rep)_Absentee by Mail Votes,Mellie NeSmith (I) (Rep)_Provisional Votes,Mellie NeSmith (I) (Rep)_Choice Total,"Reginald """"Bo"""" Hutcheson (Dem)_Election Day Votes","Reginald """"Bo"""" Hutcheson (Dem)_Advanced Voting Votes","Reginald """"Bo"""" Hutcheson (Dem)_Absentee by Mail Votes","Reginald """"Bo"""" Hutcheson (Dem)_Provisional Votes","Reginald """"Bo"""" Hutcheson (Dem)_Choice Total",Total,
0,Evans,Veterans Community Center,6135,491,2044,610,0,3145,203,594,216,0,1013,4158,
