index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Clarke,1A,3017,280,235,193,0,708,243,445,421,3,1112,28,14,25,0,67,1887,
1,Clarke,1B,3645,137,407,254,2,800,177,701,701,1,1580,27,33,27,1,88,2468,
2,Clarke,1C,2242,152,278,166,0,596,117,496,544,0,1157,20,28,14,0,62,1815,
3,Clarke,1D,2830,185,378,295,1,859,126,534,687,0,1347,23,20,23,0,66,2272,
4,Clarke,2A,4341,139,163,132,0,434,429,710,636,0,1775,25,25,25,1,76,2285,
5,Clarke,2B,5136,105,155,56,0,316,404,1080,709,6,2199,25,30,19,0,74,2589,
6,Clarke,3A,2938,47,102,48,1,198,234,547,426,3,1210,22,21,12,1,56,1464,
7,Clarke,3B,4122,123,256,78,2,459,228,925,553,2,1708,30,32,7,0,69,2236,
8,Clarke,4A,2072,73,191,75,1,340,169,432,316,0,917,12,21,15,0,48,1305,
9,Clarke,4B,4096,210,469,148,1,828,220,931,611,1,1763,44,39,23,0,106,2697,
10,Clarke,5A,3007,103,376,210,1,690,167,791,578,0,1536,22,31,14,0,67,2293,
11,Clarke,5B,3030,133,267,190,0,590,219,610,609,0,1438,26,32,20,1,79,2107,
12,Clarke,5C,2053,52,79,45,0,176,115,770,467,1,1353,17,16,7,0,40,1569,
13,Clarke,5D,3087,92,213,121,0,426,289,617,391,4,1301,27,19,9,0,55,1782,
14,Clarke,6A,3780,205,620,352,1,1178,177,580,586,3,1346,21,48,27,0,96,2620,
15,Clarke,6B,3865,180,456,330,0,966,204,684,722,1,1611,27,37,31,0,95,2672,
16,Clarke,6C,3129,199,464,287,0,950,138,524,542,0,1204,26,35,25,0,86,2240,
17,Clarke,6D,1701,96,146,72,0,314,103,436,364,0,903,18,17,10,0,45,1262,
18,Clarke,7A,2968,159,397,267,1,824,161,535,537,0,1233,24,32,21,0,77,2134,
19,Clarke,7B,3166,131,455,260,0,846,123,559,539,1,1222,30,39,22,1,92,2160,
20,Clarke,7C,2733,175,381,228,2,786,132,547,482,0,1161,28,30,13,0,71,2018,
21,Clarke,8A,3319,125,269,223,0,617,172,616,648,2,1438,25,22,21,1,69,2124,
22,Clarke,8B,2317,108,177,149,0,434,162,414,424,0,1000,23,17,10,0,50,1484,
23,Clarke,8C,3910,169,348,193,1,711,246,753,673,3,1675,32,31,33,0,96,2482,
