index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Clarke,1A,3017,381,495,445,2,1323,159,171,170,2,502,1825,
1,Clarke,1B,3645,230,840,764,4,1838,97,253,198,0,548,2386,
2,Clarke,1C,2242,221,600,592,0,1413,63,166,117,0,346,1759,
3,Clarke,1D,2830,243,678,818,0,1739,88,212,171,0,471,2210,
4,Clarke,2A,4341,447,650,558,0,1655,135,211,196,1,543,2198,
5,Clarke,2B,5136,396,967,593,2,1958,127,256,172,3,558,2516,
6,Clarke,3A,2938,236,525,357,4,1122,61,130,111,1,303,1425,
7,Clarke,3B,4122,292,997,507,3,1799,86,175,102,1,364,2163,
8,Clarke,4A,2072,196,514,316,0,1026,46,115,79,1,241,1267,
9,Clarke,4B,4096,356,1154,637,1,2148,108,246,119,1,474,2622,
10,Clarke,5A,3007,211,926,645,1,1783,71,229,126,0,426,2209,
11,Clarke,5B,3030,273,684,613,0,1570,89,208,188,1,486,2056,
12,Clarke,5C,2053,145,712,434,1,1292,38,120,59,0,217,1509,
13,Clarke,5D,3087,297,627,400,5,1329,98,210,110,0,418,1747,
14,Clarke,6A,3780,290,872,700,3,1865,99,330,234,1,664,2529,
15,Clarke,6B,3865,293,866,848,1,2008,102,272,219,0,593,2601,
16,Clarke,6C,3129,268,780,639,0,1687,88,192,192,0,472,2159,
17,Clarke,6D,1701,157,456,367,0,980,62,112,72,0,246,1226,
18,Clarke,7A,2968,254,705,617,1,1577,85,237,170,0,492,2069,
19,Clarke,7B,3166,213,791,666,2,1672,68,230,129,0,427,2099,
20,Clarke,7C,2733,262,754,585,2,1603,62,178,125,0,365,1968,
21,Clarke,8A,3319,239,736,727,3,1705,70,160,143,0,373,2078,
22,Clarke,8B,2317,207,467,487,0,1161,79,125,91,0,295,1456,
23,Clarke,8C,3910,339,889,720,4,1952,94,208,159,0,461,2413,
