index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Clarke,1A,3017,281,241,191,0,713,236,444,418,3,1101,33,12,38,0,83,1897,
1,Clarke,1B,3645,141,412,258,3,814,177,681,697,1,1556,25,54,38,0,117,2487,
2,Clarke,1C,2242,154,275,163,0,592,119,487,542,0,1148,21,41,19,0,81,1821,
3,Clarke,1D,2830,186,373,299,1,859,128,530,683,0,1341,21,28,26,0,75,2275,
4,Clarke,2A,4341,146,168,133,0,447,411,701,638,0,1750,36,32,26,1,95,2292,
5,Clarke,2B,5136,116,156,61,1,334,391,1085,713,5,2194,29,36,34,0,99,2627,
6,Clarke,3A,2938,43,106,42,1,192,239,549,429,3,1220,23,21,17,1,62,1474,
7,Clarke,3B,4122,128,255,80,1,464,226,914,540,3,1683,32,44,23,0,99,2246,
8,Clarke,4A,2072,69,188,74,0,331,152,430,318,0,900,30,30,18,1,79,1310,
9,Clarke,4B,4096,211,462,155,1,829,215,927,595,1,1738,52,52,35,0,139,2706,
10,Clarke,5A,3007,104,386,214,1,705,162,784,567,0,1513,27,35,23,0,85,2303,
11,Clarke,5B,3030,131,272,202,1,606,213,600,593,0,1406,31,37,33,0,101,2113,
12,Clarke,5C,2053,54,85,51,0,190,115,756,460,1,1332,17,26,12,0,55,1577,
13,Clarke,5D,3087,94,212,115,1,422,285,602,396,2,1285,36,39,14,1,90,1797,
14,Clarke,6A,3780,206,630,361,1,1198,174,583,579,3,1339,27,41,32,0,100,2637,
15,Clarke,6B,3865,178,457,328,0,963,201,669,713,1,1584,31,50,48,0,129,2676,
16,Clarke,6C,3129,203,465,289,0,957,141,519,552,0,1212,21,41,23,0,85,2254,
17,Clarke,6D,1701,98,149,70,0,317,98,430,368,0,896,21,21,13,0,55,1268,
18,Clarke,7A,2968,158,403,270,1,832,159,526,533,0,1218,27,37,25,0,89,2139,
19,Clarke,7B,3166,132,459,259,0,850,126,550,534,1,1211,29,46,32,1,108,2169,
20,Clarke,7C,2733,169,371,225,2,767,137,553,489,0,1179,29,33,13,0,75,2021,
21,Clarke,8A,3319,124,270,223,0,617,170,616,652,2,1440,27,27,28,1,83,2140,
22,Clarke,8B,2317,106,175,149,0,430,161,410,433,0,1004,27,24,6,0,57,1491,
23,Clarke,8C,3910,166,351,186,1,704,250,740,678,3,1671,32,43,45,0,120,2495,
