index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Clarke,1A,3017,294,237,182,0,713,267,470,462,3,1202,10,6,12,0,28,1943,
1,Clarke,1B,3645,146,408,252,1,807,197,735,750,1,1683,10,15,11,2,38,2528,
2,Clarke,1C,2242,155,259,146,0,560,138,521,585,0,1244,4,20,8,0,32,1836,
3,Clarke,1D,2830,183,357,270,1,811,144,579,740,1,1464,14,8,11,0,33,2308,
4,Clarke,2A,4341,154,175,130,0,459,450,741,671,0,1862,10,8,11,1,30,2351,
5,Clarke,2B,5136,117,154,56,0,327,420,1151,756,7,2334,15,12,9,0,36,2697,
6,Clarke,3A,2938,43,97,37,1,178,262,588,455,4,1309,9,7,7,0,23,1510,
7,Clarke,3B,4122,128,229,71,2,430,257,999,584,2,1842,14,17,5,0,36,2308,
8,Clarke,4A,2072,76,178,65,0,319,176,454,336,1,967,5,16,8,0,29,1315,
9,Clarke,4B,4096,203,407,121,2,733,266,1042,663,1,1972,21,24,15,0,60,2765,
10,Clarke,5A,3007,101,371,192,1,665,189,847,618,0,1654,12,10,11,0,33,2352,
11,Clarke,5B,3030,139,265,195,1,600,240,657,641,0,1538,5,9,11,0,25,2163,
12,Clarke,5C,2053,47,73,37,0,157,131,795,495,1,1422,11,5,3,0,19,1598,
13,Clarke,5D,3087,100,217,104,1,422,311,647,430,4,1392,15,11,9,0,35,1849,
14,Clarke,6A,3780,211,640,354,2,1207,196,625,629,3,1453,12,15,13,0,40,2700,
15,Clarke,6B,3865,173,446,302,0,921,228,735,796,1,1760,13,17,17,0,47,2728,
16,Clarke,6C,3129,191,438,253,0,882,170,578,619,0,1367,12,18,13,0,43,2292,
17,Clarke,6D,1701,92,150,69,0,311,128,457,394,0,979,9,7,3,0,19,1309,
18,Clarke,7A,2968,160,375,246,1,782,189,599,584,1,1373,8,11,10,0,29,2184,
19,Clarke,7B,3166,118,428,227,0,773,155,622,618,2,1397,17,19,11,0,47,2217,
20,Clarke,7C,2733,165,324,175,1,665,171,621,551,1,1344,12,20,10,0,42,2051,
21,Clarke,8A,3319,128,259,212,0,599,195,650,692,3,1540,13,18,12,0,43,2182,
22,Clarke,8B,2317,116,167,133,0,416,173,442,452,0,1067,6,7,7,0,20,1503,
23,Clarke,8C,3910,169,320,185,1,675,270,802,729,3,1804,11,25,14,0,50,2529,
