index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Bulloch,Lockhart,720,242,106,27,1,376,43,52,55,0,150,6,1,3,0,10,536,
1,Bulloch,Emit,3360,550,824,233,1,1608,133,363,218,1,715,27,31,17,0,75,2398,
2,Bulloch,Statesboro,6312,389,1169,361,3,1922,403,962,601,11,1977,38,33,18,0,89,3988,
3,Bulloch,Portal,1735,433,286,103,0,822,93,95,116,0,304,10,5,7,0,22,1148,
4,Bulloch,Fair,6335,474,1622,451,5,2552,273,878,496,5,1652,23,57,19,0,99,4303,
5,Bulloch,Church,5793,372,1018,369,0,1759,371,861,657,7,1896,35,42,20,0,97,3752,
6,Bulloch,Pittman Park,5279,294,524,164,0,982,439,900,326,4,1669,38,53,15,0,106,2757,
7,Bulloch,Leefield,1000,355,198,61,1,615,36,40,34,1,111,13,5,5,0,23,749,
8,Bulloch,Blitch,1947,446,508,172,2,1128,69,178,141,1,389,3,13,3,0,19,1536,
9,Bulloch,Hagin,2403,438,468,145,3,1054,137,216,196,1,550,14,14,9,0,37,1641,
10,Bulloch,Brooklet,3351,669,942,238,2,1851,131,268,162,2,563,20,26,6,0,52,2466,
11,Bulloch,Stilson,2137,614,427,124,1,1166,59,89,91,0,239,12,7,7,0,26,1431,
12,Bulloch,Bay,1610,519,343,106,0,968,64,68,70,0,202,14,6,4,0,24,1194,
13,Bulloch,Nevils,1299,373,256,100,0,729,55,58,48,1,162,8,6,4,0,18,909,
14,Bulloch,Sinkhole,488,184,66,44,0,294,26,11,20,0,57,2,1,2,0,5,356,
15,Bulloch,Register,969,210,141,53,2,406,70,76,64,0,210,9,4,0,0,13,629,
