index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Bulloch,Lockhart,720,179,96,52,0,327,92,55,27,1,175,502,
1,Bulloch,Emit,3360,478,842,340,2,1662,189,322,122,0,633,2295,
2,Bulloch,Statesboro,6312,572,1457,638,7,2674,210,582,272,5,1069,3743,
3,Bulloch,Portal,1735,361,245,134,0,740,148,119,92,0,359,1099,
4,Bulloch,Fair,6335,548,1711,686,7,2952,183,737,237,2,1159,4111,
5,Bulloch,Church,5793,532,1308,701,4,2545,227,529,286,2,1044,3589,
6,Bulloch,Pittman Park,5279,600,1102,367,2,2071,150,323,107,0,580,2651,
7,Bulloch,Leefield,1000,279,158,73,0,510,110,72,29,1,212,722,
8,Bulloch,Blitch,1947,350,468,238,0,1056,140,200,57,3,400,1456,
9,Bulloch,Hagin,2403,370,456,228,3,1057,187,219,112,1,519,1576,
10,Bulloch,Brooklet,3351,563,803,275,2,1643,215,358,114,1,688,2331,
11,Bulloch,Stilson,2137,482,348,135,1,966,167,144,76,0,387,1353,
12,Bulloch,Bay,1610,400,272,122,0,794,170,120,40,0,330,1124,
13,Bulloch,Nevils,1299,290,209,97,1,597,127,92,49,0,268,865,
14,Bulloch,Sinkhole,488,132,49,52,0,233,72,27,13,0,112,345,
15,Bulloch,Register,969,199,142,75,0,416,79,68,42,1,190,606,
