index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Bulloch,Lockhart,720,244,107,32,2,385,43,51,56,0,150,2,0,1,0,3,538,
1,Bulloch,Emit,3360,543,833,243,1,1620,150,367,239,1,757,17,23,9,0,49,2426,
2,Bulloch,Statesboro,6312,386,1158,360,3,1907,420,1002,641,11,2074,22,20,17,0,59,4040,
3,Bulloch,Portal,1735,439,285,115,0,839,94,96,119,0,309,4,2,4,0,10,1158,
4,Bulloch,Fair,6335,479,1634,442,4,2559,264,895,540,6,1705,28,31,15,1,75,4339,
5,Bulloch,Church,5793,383,999,354,1,1737,371,898,712,7,1988,28,20,15,0,63,3788,
6,Bulloch,Pittman Park,5279,303,517,172,0,992,438,930,353,4,1725,33,35,7,0,75,2792,
7,Bulloch,Leefield,1000,361,201,67,1,630,39,39,33,1,112,8,3,2,0,13,755,
8,Bulloch,Blitch,1947,449,511,167,2,1129,66,178,153,1,398,3,8,1,0,12,1539,
9,Bulloch,Hagin,2403,447,474,154,4,1079,135,227,212,1,575,8,4,2,0,14,1668,
10,Bulloch,Brooklet,3351,687,945,246,2,1880,121,276,166,2,565,16,14,5,0,35,2480,
11,Bulloch,Stilson,2137,622,434,136,1,1193,59,87,90,0,236,5,4,2,0,11,1440,
12,Bulloch,Bay,1610,530,346,111,0,987,65,70,68,0,203,8,1,3,0,12,1202,
13,Bulloch,Nevils,1299,382,259,99,0,740,50,60,58,1,169,5,3,4,0,12,921,
14,Bulloch,Sinkhole,488,186,66,46,0,298,25,12,23,0,60,1,1,0,0,2,360,
15,Bulloch,Register,969,212,141,56,2,411,75,75,67,0,217,4,6,0,0,10,638,
