index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Bulloch,Lockhart,720,226,106,29,1,362,45,48,51,0,144,4,1,3,0,8,514,
1,Bulloch,Emit,3360,526,825,237,1,1589,131,330,217,1,679,32,40,18,0,90,2358,
2,Bulloch,Statesboro,6312,391,1142,362,3,1898,366,893,582,10,1851,40,47,30,0,117,3866,
3,Bulloch,Portal,1735,410,280,116,0,806,95,92,108,0,295,10,6,2,0,18,1119,
4,Bulloch,Fair,6335,482,1650,463,6,2601,225,797,469,5,1496,40,64,25,0,129,4226,
5,Bulloch,Church,5793,380,1000,371,0,1751,339,807,645,6,1797,36,54,25,1,116,3664,
6,Bulloch,Pittman Park,5279,301,548,174,0,1023,391,837,319,3,1550,60,69,13,0,142,2715,
7,Bulloch,Leefield,1000,337,197,66,1,601,33,34,28,1,96,13,8,6,0,27,724,
8,Bulloch,Blitch,1947,434,502,169,2,1107,56,157,139,1,353,11,18,7,0,36,1496,
9,Bulloch,Hagin,2403,424,468,153,3,1048,126,207,197,1,531,24,12,6,0,42,1621,
10,Bulloch,Brooklet,3351,654,941,248,2,1845,101,244,149,2,496,32,30,7,0,69,2410,
11,Bulloch,Stilson,2137,597,420,133,1,1151,58,78,78,0,214,8,7,9,0,24,1389,
12,Bulloch,Bay,1610,503,327,102,0,932,56,64,67,0,187,21,12,6,0,39,1158,
13,Bulloch,Nevils,1299,365,256,104,1,726,45,52,44,0,141,9,4,4,0,17,884,
14,Bulloch,Sinkhole,488,186,66,46,0,298,20,12,20,0,52,2,1,1,0,4,354,
15,Bulloch,Register,969,203,140,55,2,400,72,72,62,0,206,9,5,3,0,17,623,
