index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Bulloch,Lockhart,720,211,116,70,0,397,67,37,10,1,115,512,
1,Bulloch,Emit,3360,553,970,399,1,1923,121,203,73,1,398,2321,
2,Bulloch,Statesboro,6312,607,1637,768,11,3023,179,426,158,2,765,3788,
3,Bulloch,Portal,1735,409,283,169,0,861,107,82,59,0,248,1109,
4,Bulloch,Fair,6335,606,1970,798,8,3382,134,485,131,1,751,4133,
5,Bulloch,Church,5793,601,1487,823,5,2916,159,366,175,1,701,3617,
6,Bulloch,Pittman Park,5279,629,1202,431,1,2263,121,231,54,1,407,2670,
7,Bulloch,Leefield,1000,326,176,87,1,590,62,56,14,0,132,722,
8,Bulloch,Blitch,1947,392,561,273,1,1227,98,118,30,2,248,1475,
9,Bulloch,Hagin,2403,428,517,284,3,1232,135,158,65,1,359,1591,
10,Bulloch,Brooklet,3351,635,950,332,2,1919,147,229,57,1,434,2353,
11,Bulloch,Stilson,2137,529,400,182,1,1112,127,96,33,0,256,1368,
12,Bulloch,Bay,1610,447,319,137,0,903,131,77,26,0,234,1137,
13,Bulloch,Nevils,1299,333,230,127,1,691,86,74,25,0,185,876,
14,Bulloch,Sinkhole,488,172,57,59,0,288,34,20,7,0,61,349,
15,Bulloch,Register,969,215,158,91,0,464,65,51,29,1,146,610,
