index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Pike,Concord,0,222,425,107,0,754,91,159,48,0,298,1052,
1,Pike,Hollonville,0,237,547,129,0,913,96,255,40,0,391,1304,
2,Pike,Meansville,0,217,398,66,0,681,79,175,28,0,282,963,
3,Pike,Molena,0,257,390,97,0,744,125,183,42,0,350,1094,
4,Pike,Second District,0,276,916,202,0,1394,110,354,64,0,528,1922,
5,Pike,Lifsey Springs,0,161,361,63,0,585,62,132,55,0,249,834,
6,Pike,Williamson,0,231,615,112,0,958,76,250,50,0,376,1334,
7,Pike,Zebulon,0,176,747,159,0,1082,66,315,103,0,484,1566,
