index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Carroll,Kansas,1165,424,250,83,1,758,17,21,25,0,63,13,7,1,0,21,842,
1,Carroll,Bowdon,3289,579,631,190,1,1401,113,181,147,1,442,28,32,10,0,70,1913,
2,Carroll,Sandhill,4459,469,1285,239,1,1994,122,380,176,1,679,27,50,25,0,102,2775,
3,Carroll,Center Point,1775,433,588,140,1,1162,26,69,43,0,138,16,5,3,0,24,1324,
4,Carroll,Mt Zion,2641,595,633,161,0,1389,67,105,83,0,255,23,32,6,0,61,1705,
5,Carroll,Burwell,1564,364,364,122,2,852,55,76,53,0,184,11,13,6,0,30,1066,
6,Carroll,Clem,3695,432,1346,265,1,2044,90,293,157,2,542,23,52,14,0,89,2675,
7,Carroll,Bowdon Junction,1547,233,385,88,0,706,43,98,59,0,200,12,11,6,0,29,935,
8,Carroll,Tyus,1920,529,492,122,0,1143,43,66,60,1,170,7,5,5,0,17,1330,
9,Carroll,Fairfield,3867,792,1044,268,0,2104,148,297,240,0,685,38,39,14,0,91,2880,
10,Carroll,Hulett,2408,464,745,138,0,1347,67,127,82,0,276,30,29,6,0,65,1688,
11,Carroll,Bethany,4779,358,977,182,0,1517,172,549,268,1,990,39,47,15,0,101,2608,
12,Carroll,V R County South,2942,267,959,208,1,1435,69,194,114,0,377,10,37,13,0,60,1872,
13,Carroll,V R County North,5472,503,1466,287,0,2256,140,504,322,0,966,48,66,19,0,133,3355,
14,Carroll,Villa Rica City,7250,391,1307,277,0,1975,324,1135,565,1,2025,45,82,34,0,161,4161,
15,Carroll,Temple County,4354,609,1200,240,2,2051,93,239,147,2,481,33,40,11,0,84,2616,
16,Carroll,Temple City,3700,525,779,162,2,1468,151,383,184,1,719,40,27,11,0,78,2265,
17,Carroll,Whitesburg,2190,507,534,132,0,1173,48,90,66,0,204,22,13,6,0,41,1418,
18,Carroll,Roopville,3200,603,992,200,4,1799,57,129,108,0,294,30,29,11,0,70,2163,
19,Carroll,West Carrollton,4380,126,521,118,1,766,267,744,311,3,1325,24,50,21,0,95,2186,
20,Carroll,Lakeshore Rec Center,1671,96,378,92,1,567,48,250,107,0,405,9,24,7,0,40,1012,
21,Carroll,Bonner,3736,201,958,155,1,1315,119,594,214,0,927,22,51,20,1,94,2336,
22,Carroll,University of W GA,2164,115,482,91,2,690,146,242,121,1,510,16,28,11,0,55,1255,
23,Carroll,County Admin Bldg,2620,156,681,137,1,975,73,408,190,0,671,13,40,15,1,69,1715,
24,Carroll,Tabernacle Church,1628,95,442,158,1,696,64,192,101,0,357,10,23,7,0,40,1093,
25,Carroll,Burson Center,1466,122,403,81,0,606,46,181,90,0,317,3,12,9,1,25,948,
26,Carroll,Old Camp Church,2297,340,715,159,2,1216,52,195,107,0,354,25,31,3,0,59,1629,
27,Carroll,Oak Grove,1668,283,454,85,1,823,30,128,73,0,231,15,14,4,0,33,1087,
