index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Carroll,Kansas,1165,297,178,67,0,542,138,88,31,0,257,799,
1,Carroll,Bowdon,3289,487,548,213,0,1248,218,245,120,1,584,1832,
2,Carroll,Sandhill,4459,439,1153,291,3,1886,168,514,123,0,805,2691,
3,Carroll,Center Point,1775,337,450,132,1,920,126,177,57,0,360,1280,
4,Carroll,Mt Zion,2641,478,530,169,0,1177,202,219,79,0,500,1677,
5,Carroll,Burwell,1564,301,312,116,1,730,117,125,51,1,294,1024,
6,Carroll,Clem,3695,382,1188,296,2,1868,145,448,127,0,720,2588,
7,Carroll,Bowdon Junction,1547,207,348,91,0,646,76,130,58,0,264,910,
8,Carroll,Tyus,1920,388,363,114,1,866,167,168,61,0,396,1262,
9,Carroll,Fairfield,3867,668,946,377,0,1991,280,376,125,0,781,2772,
10,Carroll,Hulett,2408,383,586,152,0,1121,158,290,70,0,518,1639,
11,Carroll,Bethany,4779,418,1092,307,0,1817,139,440,134,1,714,2531,
12,Carroll,V R County South,2942,254,829,246,1,1330,92,339,78,0,509,1839,
13,Carroll,V R County North,5472,480,1403,426,0,2309,189,574,171,0,934,3243,
14,Carroll,Villa Rica City,7250,573,1775,578,1,2927,176,694,247,0,1117,4044,
15,Carroll,Temple County,4354,543,1001,278,4,1826,195,434,117,0,746,2572,
16,Carroll,Temple City,3700,502,824,233,3,1562,199,334,92,0,625,2187,
17,Carroll,Whitesburg,2190,413,437,139,0,989,154,186,61,0,401,1390,
18,Carroll,Roopville,3200,465,786,218,4,1473,198,331,91,0,620,2093,
19,Carroll,West Carrollton,4380,312,962,323,2,1599,97,306,123,0,526,2125,
20,Carroll,Lakeshore Rec Center,1671,112,443,155,0,710,35,185,41,1,262,972,
21,Carroll,Bonner,3736,267,1129,291,1,1688,68,405,90,1,564,2252,
22,Carroll,University of W GA,2164,214,547,160,1,922,54,171,48,1,274,1196,
23,Carroll,County Admin Bldg,2620,199,817,240,0,1256,44,277,88,2,411,1667,
24,Carroll,Tabernacle Church,1628,123,486,175,1,785,41,161,87,0,289,1074,
25,Carroll,Burson Center,1466,128,408,132,0,668,43,170,45,1,259,927,
26,Carroll,Old Camp Church,2297,285,664,179,1,1129,124,240,77,1,442,1571,
27,Carroll,Oak Grove,1668,243,387,117,0,747,77,189,38,0,304,1051,
