index,County,Precinct,Registered Voters,Rick W. Allen (I) (Rep)_Election Day Votes,Rick W. Allen (I) (Rep)_Advanced Voting Votes,Rick W. Allen (I) (Rep)_Absentee by Mail Votes,Rick W. Allen (I) (Rep)_Provisional Votes,Rick W. Allen (I) (Rep)_Choice Total,Liz Johnson (Dem)_Election Day Votes,Liz Johnson (Dem)_Advanced Voting Votes,Liz Johnson (Dem)_Absentee by Mail Votes,Liz Johnson (Dem)_Provisional Votes,Liz Johnson (Dem)_Choice Total,Total,
0,Appling,1B,1309,231,480,122,1,834,29,52,45,0,126,960,
1,Appling,1C,848,174,339,66,2,581,15,18,8,0,41,622,
2,Appling,2,2251,137,309,76,0,522,153,424,281,1,859,1381,
3,Appling,3A1,793,224,286,62,0,572,4,6,9,0,19,591,
4,Appling,3C,1566,106,588,129,0,823,49,124,98,0,271,1094,
5,Appling,4B,866,246,313,70,0,629,3,11,8,0,22,651,
6,Appling,4D,1493,232,629,157,1,1019,17,60,38,0,115,1134,
7,Appling,5A,1147,132,439,97,1,669,20,54,35,2,111,780,
8,Appling,5B,1126,194,392,97,3,686,32,59,35,0,126,812,
