County,Precinct,Registered Voters,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Richmond,307,1642.0,0.0,7.0,263.0,2.0,9.0,3.0,7.0,47.0,9.0,5.0,13.0,32.0,434.0,3.0,16.0,4.0,82.0,1.0,252.0,8.0,1197.0
Richmond,308,622.0,5.0,4.0,55.0,3.0,2.0,4.0,3.0,32.0,16.0,3.0,9.0,10.0,88.0,0.0,5.0,0.0,10.0,0.0,131.0,2.0,382.0
Richmond,309,3340.0,9.0,7.0,92.0,7.0,12.0,8.0,19.0,246.0,89.0,10.0,82.0,69.0,147.0,25.0,11.0,3.0,209.0,10.0,1363.0,17.0,2435.0
Richmond,310,5163.0,12.0,10.0,262.0,9.0,20.0,9.0,27.0,302.0,136.0,19.0,114.0,100.0,426.0,48.0,25.0,13.0,337.0,11.0,1640.0,24.0,3544.0
Richmond,401,2093.0,11.0,6.0,32.0,2.0,5.0,4.0,8.0,166.0,66.0,3.0,61.0,37.0,45.0,20.0,5.0,3.0,150.0,1.0,878.0,14.0,1517.0
Richmond,402,3311.0,9.0,6.0,60.0,4.0,7.0,3.0,13.0,227.0,85.0,4.0,63.0,36.0,96.0,39.0,12.0,5.0,169.0,9.0,826.0,22.0,1695.0
Richmond,404,1748.0,3.0,4.0,40.0,4.0,6.0,1.0,8.0,151.0,57.0,2.0,47.0,30.0,80.0,19.0,1.0,5.0,101.0,4.0,593.0,20.0,1176.0
Richmond,405,4424.0,9.0,7.0,85.0,3.0,11.0,8.0,4.0,369.0,136.0,9.0,127.0,79.0,133.0,42.0,6.0,4.0,307.0,5.0,1783.0,39.0,3166.0
Richmond,406,3221.0,6.0,11.0,60.0,8.0,4.0,7.0,5.0,234.0,94.0,11.0,81.0,52.0,113.0,30.0,7.0,2.0,243.0,2.0,1344.0,18.0,2332.0
Richmond,501,3549.0,9.0,6.0,94.0,4.0,7.0,3.0,9.0,250.0,74.0,8.0,66.0,49.0,129.0,28.0,5.0,6.0,246.0,4.0,1090.0,18.0,2105.0
Richmond,502,4138.0,6.0,9.0,71.0,8.0,7.0,8.0,14.0,300.0,115.0,5.0,78.0,51.0,118.0,37.0,10.0,7.0,338.0,5.0,1316.0,29.0,2532.0
Richmond,503,4021.0,9.0,6.0,122.0,4.0,11.0,8.0,13.0,241.0,73.0,10.0,87.0,46.0,200.0,39.0,8.0,3.0,292.0,8.0,1207.0,27.0,2414.0
Richmond,504,2339.0,2.0,8.0,106.0,6.0,13.0,3.0,11.0,155.0,43.0,6.0,48.0,32.0,182.0,19.0,5.0,8.0,77.0,4.0,512.0,9.0,1249.0
Richmond,506,416.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,24.0,8.0,1.0,9.0,7.0,40.0,5.0,0.0,0.0,19.0,0.0,90.0,2.0,231.0
Richmond,507,968.0,3.0,5.0,51.0,2.0,1.0,2.0,5.0,63.0,20.0,3.0,16.0,17.0,85.0,15.0,6.0,2.0,50.0,5.0,278.0,8.0,637.0
Richmond,509,2172.0,9.0,8.0,77.0,2.0,6.0,4.0,11.0,140.0,50.0,4.0,57.0,35.0,99.0,20.0,4.0,6.0,136.0,2.0,759.0,16.0,1445.0
Richmond,601,3988.0,7.0,4.0,153.0,6.0,10.0,7.0,16.0,237.0,95.0,14.0,69.0,52.0,315.0,34.0,15.0,4.0,185.0,9.0,953.0,27.0,2212.0
Richmond,603,3570.0,12.0,7.0,297.0,6.0,19.0,7.0,8.0,183.0,53.0,16.0,51.0,43.0,659.0,18.0,19.0,12.0,110.0,16.0,661.0,20.0,2217.0
Richmond,604,1811.0,3.0,4.0,97.0,0.0,16.0,2.0,12.0,107.0,34.0,3.0,23.0,25.0,175.0,7.0,7.0,1.0,82.0,5.0,420.0,12.0,1035.0
Richmond,605,3880.0,7.0,5.0,244.0,5.0,10.0,9.0,18.0,200.0,84.0,11.0,69.0,53.0,447.0,25.0,21.0,8.0,167.0,14.0,840.0,24.0,2261.0
Richmond,607,1812.0,2.0,5.0,24.0,1.0,4.0,5.0,2.0,146.0,64.0,3.0,52.0,31.0,42.0,14.0,2.0,4.0,127.0,2.0,687.0,12.0,1229.0
Richmond,608,1472.0,4.0,10.0,229.0,5.0,11.0,1.0,10.0,51.0,14.0,12.0,25.0,18.0,309.0,12.0,10.0,2.0,33.0,7.0,238.0,11.0,1012.0
Richmond,701,2403.0,3.0,7.0,399.0,5.0,13.0,2.0,13.0,51.0,21.0,5.0,23.0,27.0,666.0,9.0,21.0,0.0,61.0,10.0,467.0,9.0,1812.0
Richmond,702,1943.0,3.0,7.0,297.0,8.0,11.0,5.0,16.0,55.0,17.0,7.0,21.0,40.0,497.0,15.0,11.0,7.0,43.0,13.0,316.0,4.0,1393.0
Richmond,703,4644.0,8.0,15.0,409.0,12.0,28.0,10.0,26.0,233.0,91.0,17.0,95.0,98.0,685.0,28.0,25.0,9.0,161.0,23.0,843.0,25.0,2841.0
Richmond,705,2276.0,3.0,1.0,323.0,3.0,12.0,3.0,15.0,80.0,31.0,5.0,28.0,43.0,556.0,13.0,9.0,4.0,87.0,12.0,430.0,5.0,1663.0
Richmond,706,3315.0,4.0,12.0,501.0,14.0,19.0,7.0,23.0,87.0,37.0,12.0,27.0,59.0,881.0,20.0,22.0,8.0,91.0,13.0,597.0,10.0,2444.0
Richmond,707,2122.0,5.0,3.0,160.0,8.0,13.0,3.0,14.0,125.0,43.0,7.0,48.0,41.0,281.0,25.0,8.0,3.0,63.0,11.0,474.0,15.0,1350.0
Richmond,708,305.0,0.0,0.0,53.0,0.0,3.0,0.0,3.0,5.0,1.0,1.0,0.0,8.0,100.0,1.0,0.0,0.0,7.0,2.0,50.0,0.0,234.0
Richmond,709,576.0,0.0,3.0,75.0,3.0,6.0,2.0,0.0,14.0,7.0,0.0,10.0,10.0,113.0,1.0,5.0,1.0,29.0,4.0,120.0,3.0,406.0
Richmond,801,523.0,1.0,1.0,75.0,0.0,3.0,1.0,3.0,7.0,4.0,12.0,3.0,4.0,144.0,4.0,0.0,1.0,18.0,3.0,68.0,0.0,352.0
Richmond,801B,523.0,0.0,0.0,106.0,1.0,9.0,0.0,4.0,10.0,2.0,3.0,3.0,8.0,138.0,3.0,0.0,0.0,13.0,7.0,56.0,0.0,363.0
Richmond,802,3251.0,9.0,12.0,478.0,7.0,26.0,4.0,18.0,85.0,31.0,29.0,22.0,35.0,734.0,7.0,14.0,3.0,58.0,21.0,460.0,11.0,2064.0
Richmond,803,252.0,3.0,1.0,17.0,2.0,1.0,0.0,0.0,10.0,11.0,1.0,10.0,9.0,12.0,2.0,1.0,1.0,4.0,1.0,26.0,0.0,112.0
Richmond,804,2096.0,3.0,5.0,195.0,1.0,26.0,5.0,11.0,127.0,30.0,12.0,31.0,32.0,293.0,9.0,11.0,7.0,89.0,7.0,459.0,17.0,1370.0
Richmond,804H,2863.0,3.0,6.0,328.0,3.0,18.0,3.0,15.0,91.0,41.0,27.0,35.0,35.0,577.0,15.0,9.0,7.0,103.0,17.0,558.0,11.0,1902.0
Richmond,805,798.0,1.0,2.0,51.0,3.0,3.0,0.0,2.0,44.0,19.0,4.0,12.0,9.0,96.0,5.0,2.0,2.0,41.0,2.0,239.0,6.0,543.0
Richmond,806,1212.0,3.0,2.0,167.0,1.0,11.0,2.0,8.0,33.0,13.0,11.0,14.0,7.0,297.0,5.0,0.0,4.0,20.0,3.0,210.0,5.0,816.0
Richmond,807,1578.0,3.0,6.0,80.0,8.0,11.0,2.0,1.0,80.0,28.0,2.0,33.0,18.0,128.0,11.0,6.0,6.0,79.0,4.0,408.0,7.0,921.0
Richmond,808,2366.0,3.0,4.0,259.0,2.0,14.0,1.0,18.0,112.0,54.0,26.0,39.0,33.0,502.0,16.0,13.0,1.0,56.0,10.0,499.0,14.0,1676.0
Richmond,809,879.0,2.0,0.0,13.0,1.0,6.0,1.0,4.0,65.0,27.0,2.0,25.0,9.0,16.0,8.0,2.0,0.0,50.0,3.0,380.0,9.0,623.0
Richmond,810,425.0,1.0,1.0,59.0,0.0,2.0,0.0,7.0,19.0,3.0,4.0,1.0,5.0,97.0,0.0,1.0,1.0,10.0,2.0,98.0,1.0,312.0
Laurens,FBC-FLC,4180.0,7.0,10.0,948.0,6.0,40.0,5.0,25.0,155.0,42.0,28.0,49.0,63.0,845.0,17.0,15.0,3.0,8.0,23.0,757.0,13.0,3059.0
Laurens,Calhoun Park,6053.0,14.0,10.0,380.0,8.0,29.0,9.0,30.0,467.0,110.0,13.0,104.0,71.0,358.0,47.0,14.0,8.0,26.0,15.0,1528.0,28.0,3269.0
Laurens,Fire Dept Sta 5,3672.0,2.0,0.0,1065.0,1.0,20.0,7.0,33.0,117.0,25.0,12.0,26.0,40.0,889.0,15.0,11.0,0.0,6.0,20.0,517.0,9.0,2815.0
Laurens,Buckeye,1047.0,2.0,1.0,175.0,1.0,7.0,1.0,4.0,57.0,12.0,6.0,10.0,9.0,192.0,3.0,1.0,2.0,3.0,6.0,226.0,3.0,721.0
Laurens,Burch,422.0,0.0,1.0,139.0,0.0,3.0,0.0,3.0,11.0,1.0,3.0,2.0,2.0,98.0,0.0,0.0,0.0,0.0,2.0,49.0,1.0,315.0
Laurens,Cadwell,749.0,2.0,2.0,207.0,3.0,3.0,1.0,7.0,11.0,1.0,4.0,4.0,4.0,230.0,0.0,3.0,0.0,1.0,6.0,54.0,1.0,544.0
Laurens,Brewton,1739.0,2.0,3.0,393.0,1.0,15.0,1.0,12.0,38.0,10.0,10.0,11.0,11.0,467.0,6.0,3.0,2.0,2.0,10.0,169.0,3.0,1169.0
Laurens,Dudley,1121.0,1.0,3.0,370.0,2.0,9.0,1.0,6.0,22.0,6.0,6.0,4.0,7.0,345.0,2.0,4.0,0.0,2.0,5.0,117.0,3.0,915.0
Laurens,Hampton Mill,1772.0,2.0,3.0,545.0,0.0,15.0,5.0,13.0,23.0,7.0,13.0,7.0,9.0,537.0,4.0,4.0,0.0,0.0,12.0,138.0,3.0,1340.0
Laurens,Harvard,406.0,0.0,0.0,71.0,1.0,4.0,0.0,4.0,20.0,1.0,6.0,3.0,1.0,72.0,1.0,1.0,0.0,0.0,7.0,88.0,3.0,283.0
Laurens,Minter,937.0,4.0,1.0,279.0,1.0,9.0,1.0,5.0,4.0,0.0,5.0,1.0,1.0,310.0,1.0,3.0,0.0,2.0,6.0,30.0,1.0,664.0
Laurens,Rural Fire Sta 17,2344.0,7.0,5.0,550.0,2.0,21.0,1.0,19.0,53.0,10.0,10.0,15.0,15.0,548.0,7.0,5.0,2.0,3.0,14.0,285.0,2.0,1574.0
Laurens,W T Adams Fire Sta 18,2090.0,5.0,7.0,561.0,4.0,16.0,0.0,13.0,69.0,17.0,18.0,14.0,17.0,534.0,7.0,5.0,3.0,3.0,6.0,347.0,5.0,1651.0
Laurens,Reedy Springs,894.0,2.0,2.0,234.0,2.0,6.0,1.0,9.0,15.0,3.0,4.0,4.0,8.0,293.0,1.0,2.0,1.0,1.0,8.0,77.0,0.0,673.0
Laurens,Smith,3374.0,7.0,9.0,431.0,1.0,17.0,7.0,23.0,176.0,59.0,14.0,31.0,30.0,484.0,12.0,2.0,0.0,6.0,22.0,597.0,6.0,1934.0
Laurens,LCFS 10 Valambrosia,2080.0,2.0,2.0,414.0,3.0,20.0,2.0,9.0,97.0,25.0,8.0,20.0,16.0,390.0,7.0,3.0,2.0,3.0,12.0,355.0,7.0,1397.0
Wilcox,Rochelle North 1,558.0,1.0,2.0,34.0,2.0,1.0,1.0,4.0,30.0,9.0,1.0,33.0,9.0,47.0,5.0,0.0,1.0,0.0,3.0,135.0,4.0,322.0
Wilcox,Abbeville North 2,441.0,2.0,1.0,105.0,0.0,3.0,1.0,1.0,17.0,7.0,6.0,3.0,4.0,134.0,1.0,1.0,0.0,0.0,11.0,79.0,1.0,377.0
Wilcox,Pineview 2,630.0,3.0,0.0,125.0,0.0,3.0,1.0,1.0,23.0,2.0,4.0,15.0,11.0,122.0,3.0,2.0,1.0,0.0,7.0,124.0,3.0,450.0
Wilcox,Pitts 3,876.0,2.0,1.0,252.0,1.0,8.0,3.0,5.0,15.0,4.0,6.0,6.0,9.0,271.0,0.0,2.0,0.0,0.0,5.0,40.0,3.0,633.0
Wilcox,Rochelle South 4,1033.0,2.0,5.0,282.0,1.0,11.0,0.0,7.0,14.0,4.0,3.0,6.0,9.0,318.0,1.0,5.0,0.0,0.0,12.0,61.0,3.0,744.0
Wilcox,Abbeville South 5,1123.0,4.0,3.0,253.0,1.0,5.0,2.0,3.0,23.0,5.0,2.0,7.0,6.0,263.0,3.0,0.0,0.0,1.0,9.0,99.0,3.0,692.0
Brantley,Hoboken,3394.0,6.0,14.0,1139.0,4.0,84.0,3.0,48.0,42.0,9.0,57.0,4.0,33.0,700.0,4.0,12.0,3.0,4.0,76.0,46.0,4.0,2292.0
Brantley,Nahunta,4208.0,10.0,17.0,1057.0,6.0,93.0,12.0,65.0,59.0,13.0,65.0,14.0,52.0,942.0,11.0,22.0,6.0,7.0,97.0,88.0,3.0,2639.0
Brantley,Waynesville,4286.0,18.0,18.0,932.0,11.0,112.0,10.0,75.0,62.0,15.0,105.0,18.0,46.0,768.0,4.0,13.0,5.0,6.0,131.0,102.0,6.0,2457.0
Sumter,Agri-Center,2059.0,6.0,5.0,405.0,3.0,14.0,6.0,14.0,66.0,18.0,9.0,19.0,21.0,382.0,8.0,5.0,0.0,2.0,19.0,425.0,6.0,1433.0
Sumter,Airport,1767.0,6.0,1.0,398.0,3.0,8.0,6.0,11.0,78.0,19.0,8.0,20.0,21.0,287.0,2.0,2.0,2.0,6.0,7.0,445.0,8.0,1338.0
Sumter,Andersonville,434.0,0.0,0.0,126.0,1.0,7.0,0.0,3.0,21.0,2.0,5.0,0.0,1.0,120.0,0.0,3.0,1.0,0.0,2.0,63.0,1.0,356.0
Sumter,Browns Mill,929.0,0.0,0.0,248.0,0.0,11.0,2.0,2.0,15.0,7.0,6.0,8.0,5.0,189.0,3.0,0.0,0.0,3.0,3.0,174.0,1.0,677.0
Sumter,Concord,376.0,2.0,0.0,144.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,1.0,5.0,96.0,1.0,2.0,0.0,1.0,5.0,29.0,1.0,299.0
Sumter,GSW Conf Center,3044.0,5.0,3.0,515.0,4.0,16.0,5.0,18.0,124.0,37.0,19.0,35.0,56.0,508.0,15.0,9.0,3.0,14.0,15.0,662.0,8.0,2071.0
Sumter,Leslie,1687.0,0.0,1.0,370.0,2.0,8.0,3.0,9.0,44.0,7.0,10.0,14.0,18.0,353.0,4.0,4.0,1.0,4.0,10.0,303.0,2.0,1167.0
Sumter,Plains,1061.0,2.0,1.0,170.0,2.0,3.0,2.0,9.0,41.0,14.0,2.0,17.0,14.0,198.0,2.0,1.0,0.0,0.0,5.0,284.0,4.0,771.0
Sumter,Rec Dept,2667.0,16.0,5.0,128.0,3.0,9.0,12.0,11.0,196.0,42.0,5.0,51.0,62.0,128.0,11.0,5.0,1.0,11.0,2.0,1006.0,11.0,1715.0
Sumter,Reese Park,3064.0,10.0,1.0,145.0,3.0,6.0,11.0,15.0,187.0,34.0,4.0,68.0,54.0,173.0,23.0,4.0,2.0,13.0,6.0,945.0,12.0,1716.0
Sumter,Thompson,712.0,3.0,0.0,86.0,2.0,3.0,2.0,2.0,31.0,10.0,2.0,7.0,13.0,119.0,2.0,1.0,3.0,3.0,4.0,138.0,4.0,435.0
Baldwin,South Milledgeville,1259.0,2.0,3.0,61.0,5.0,6.0,5.0,3.0,84.0,29.0,7.0,19.0,30.0,76.0,12.0,7.0,2.0,2.0,3.0,395.0,8.0,759.0
Baldwin,City Hall Annex,957.0,1.0,2.0,55.0,3.0,3.0,2.0,2.0,58.0,12.0,4.0,17.0,23.0,87.0,7.0,5.0,2.0,0.0,1.0,190.0,3.0,477.0
Baldwin,Boddie,1381.0,4.0,3.0,65.0,2.0,2.0,3.0,7.0,82.0,25.0,5.0,30.0,13.0,58.0,6.0,5.0,1.0,3.0,2.0,353.0,7.0,676.0
Baldwin,Courthouse,506.0,1.0,2.0,44.0,2.0,2.0,1.0,2.0,25.0,7.0,4.0,4.0,9.0,47.0,6.0,4.0,4.0,4.0,5.0,109.0,4.0,286.0
Baldwin,Fire Dept,1481.0,4.0,2.0,81.0,2.0,8.0,4.0,9.0,77.0,18.0,3.0,40.0,23.0,112.0,8.0,13.0,1.0,1.0,5.0,495.0,12.0,918.0
Baldwin,North Milledgeville,2211.0,2.0,8.0,344.0,3.0,9.0,5.0,7.0,117.0,24.0,12.0,41.0,61.0,416.0,17.0,11.0,5.0,8.0,6.0,544.0,12.0,1652.0
Baldwin,Meriweather,2832.0,4.0,8.0,583.0,4.0,16.0,5.0,20.0,87.0,26.0,20.0,38.0,49.0,703.0,17.0,14.0,5.0,8.0,13.0,564.0,11.0,2195.0
Baldwin,East Baldwin,3826.0,11.0,9.0,586.0,5.0,25.0,7.0,15.0,160.0,41.0,41.0,37.0,58.0,862.0,22.0,8.0,5.0,6.0,15.0,797.0,17.0,2727.0
Baldwin,Scottsboro,1101.0,5.0,2.0,153.0,1.0,9.0,5.0,5.0,34.0,9.0,12.0,10.0,12.0,219.0,4.0,3.0,0.0,2.0,4.0,197.0,5.0,691.0
Baldwin,North Baldwin,3515.0,10.0,10.0,768.0,5.0,26.0,7.0,20.0,87.0,23.0,26.0,19.0,75.0,1021.0,12.0,12.0,5.0,3.0,10.0,536.0,9.0,2684.0
Baldwin,West Baldwin,1862.0,2.0,9.0,290.0,6.0,12.0,3.0,11.0,82.0,14.0,11.0,19.0,21.0,388.0,6.0,8.0,3.0,5.0,6.0,425.0,7.0,1328.0
Baldwin,East Hardwick,1313.0,2.0,3.0,52.0,1.0,9.0,1.0,5.0,84.0,22.0,3.0,21.0,22.0,49.0,6.0,4.0,3.0,2.0,8.0,358.0,6.0,661.0
Baldwin,West Hardwick,2903.0,5.0,9.0,141.0,1.0,8.0,4.0,11.0,178.0,58.0,17.0,57.0,37.0,203.0,25.0,11.0,2.0,7.0,5.0,989.0,26.0,1794.0
Baldwin,Coopers,1574.0,4.0,2.0,298.0,5.0,27.0,11.0,4.0,43.0,14.0,19.0,12.0,11.0,398.0,6.0,7.0,2.0,2.0,9.0,215.0,5.0,1094.0
Macon,Ideal,1399.0,3.0,1.0,229.0,0.0,7.0,1.0,10.0,53.0,13.0,9.0,9.0,25.0,263.0,6.0,4.0,0.0,3.0,5.0,277.0,4.0,922.0
Macon,Oglethorpe,1294.0,1.0,4.0,163.0,3.0,9.0,1.0,3.0,64.0,21.0,2.0,11.0,19.0,159.0,5.0,3.0,1.0,4.0,4.0,364.0,6.0,847.0
Macon,Marshallville,1344.0,2.0,3.0,166.0,0.0,5.0,0.0,6.0,76.0,10.0,2.0,15.0,22.0,170.0,5.0,4.0,1.0,2.0,5.0,391.0,11.0,896.0
Macon,Montezuma #4,1597.0,3.0,5.0,161.0,1.0,11.0,0.0,3.0,101.0,28.0,11.0,27.0,23.0,149.0,7.0,1.0,2.0,6.0,3.0,487.0,5.0,1034.0
Macon,Montezuma #5,1357.0,5.0,1.0,91.0,2.0,2.0,2.0,4.0,102.0,23.0,5.0,21.0,29.0,82.0,2.0,0.0,1.0,5.0,4.0,468.0,5.0,854.0
Effingham,1A,1965.0,3.0,7.0,384.0,8.0,30.0,4.0,23.0,38.0,6.0,17.0,16.0,30.0,653.0,12.0,16.0,0.0,0.0,19.0,201.0,2.0,1469.0
Effingham,1B,3005.0,5.0,16.0,565.0,1.0,45.0,5.0,20.0,44.0,7.0,30.0,31.0,20.0,1021.0,6.0,26.0,5.0,7.0,20.0,222.0,3.0,2099.0
Effingham,1C,1446.0,4.0,7.0,263.0,2.0,32.0,4.0,15.0,17.0,8.0,17.0,10.0,17.0,421.0,2.0,9.0,3.0,0.0,13.0,159.0,0.0,1003.0
Effingham,1D,2031.0,5.0,11.0,432.0,5.0,27.0,2.0,18.0,30.0,5.0,23.0,7.0,16.0,672.0,5.0,11.0,1.0,2.0,30.0,125.0,3.0,1430.0
Effingham,2A,3038.0,6.0,11.0,547.0,10.0,46.0,2.0,31.0,59.0,22.0,35.0,16.0,38.0,1009.0,15.0,32.0,8.0,1.0,23.0,328.0,4.0,2243.0
Effingham,2B,3010.0,9.0,11.0,483.0,4.0,42.0,5.0,36.0,74.0,23.0,35.0,30.0,41.0,844.0,11.0,30.0,3.0,2.0,29.0,348.0,8.0,2068.0
Effingham,2C,4621.0,15.0,12.0,797.0,10.0,77.0,12.0,53.0,110.0,34.0,32.0,57.0,100.0,1302.0,24.0,40.0,12.0,4.0,66.0,557.0,9.0,3323.0
Effingham,3A,1398.0,4.0,3.0,288.0,4.0,17.0,5.0,10.0,23.0,3.0,21.0,9.0,9.0,473.0,4.0,3.0,1.0,0.0,8.0,119.0,2.0,1006.0
Effingham,3B,1553.0,2.0,3.0,273.0,1.0,14.0,3.0,17.0,52.0,21.0,11.0,15.0,24.0,396.0,14.0,8.0,2.0,2.0,5.0,268.0,4.0,1135.0
Effingham,3C,2060.0,4.0,6.0,383.0,0.0,27.0,3.0,14.0,52.0,6.0,18.0,11.0,24.0,612.0,5.0,12.0,2.0,2.0,24.0,216.0,4.0,1425.0
Effingham,3D,3125.0,7.0,11.0,558.0,2.0,47.0,6.0,27.0,84.0,14.0,32.0,24.0,28.0,843.0,9.0,26.0,5.0,7.0,43.0,412.0,5.0,2190.0
Effingham,4A,3726.0,15.0,9.0,718.0,2.0,48.0,5.0,33.0,93.0,21.0,45.0,23.0,46.0,993.0,6.0,19.0,7.0,5.0,36.0,397.0,4.0,2525.0
Effingham,4B,1888.0,8.0,4.0,313.0,1.0,16.0,2.0,11.0,55.0,10.0,15.0,20.0,22.0,461.0,4.0,11.0,3.0,4.0,11.0,280.0,6.0,1257.0
Effingham,4C,2837.0,7.0,9.0,551.0,8.0,56.0,4.0,27.0,40.0,10.0,40.0,20.0,23.0,847.0,8.0,22.0,6.0,4.0,38.0,205.0,3.0,1928.0
Effingham,5A,2924.0,11.0,6.0,572.0,6.0,39.0,5.0,31.0,66.0,21.0,27.0,21.0,35.0,806.0,10.0,24.0,6.0,2.0,34.0,260.0,2.0,1984.0
Effingham,5B,3962.0,13.0,11.0,574.0,6.0,48.0,6.0,50.0,141.0,40.0,27.0,45.0,61.0,940.0,18.0,21.0,7.0,7.0,32.0,613.0,12.0,2672.0
Effingham,5C,1684.0,5.0,7.0,318.0,1.0,23.0,5.0,13.0,53.0,11.0,12.0,21.0,32.0,449.0,5.0,14.0,1.0,3.0,8.0,233.0,3.0,1217.0
Clayton,Ellenwood 1,3020.0,5.0,5.0,47.0,3.0,2.0,5.0,5.0,290.0,73.0,2.0,69.0,53.0,39.0,29.0,6.0,18.0,13.0,4.0,1472.0,19.0,2159.0
Clayton,Ellenwood 2,3273.0,4.0,6.0,58.0,3.0,5.0,4.0,5.0,226.0,72.0,3.0,78.0,51.0,79.0,37.0,7.0,13.0,12.0,5.0,1611.0,31.0,2310.0
Clayton,Forest Park 1,3566.0,9.0,7.0,103.0,5.0,12.0,4.0,16.0,213.0,59.0,8.0,55.0,49.0,142.0,39.0,11.0,35.0,4.0,7.0,760.0,14.0,1552.0
Clayton,Forest Park 2,2821.0,11.0,5.0,91.0,0.0,13.0,6.0,12.0,191.0,52.0,14.0,51.0,39.0,108.0,22.0,2.0,29.0,4.0,6.0,792.0,15.0,1463.0
Clayton,Forest Park 3,2845.0,3.0,4.0,76.0,2.0,13.0,1.0,6.0,140.0,40.0,9.0,51.0,44.0,142.0,20.0,5.0,53.0,4.0,4.0,712.0,15.0,1344.0
Clayton,Forest Park 4,1783.0,6.0,4.0,134.0,5.0,9.0,2.0,10.0,121.0,33.0,5.0,21.0,31.0,140.0,21.0,6.0,21.0,1.0,5.0,408.0,10.0,993.0
Clayton,Forest Park 5,3924.0,12.0,9.0,127.0,3.0,18.0,3.0,7.0,258.0,85.0,17.0,86.0,71.0,161.0,30.0,3.0,31.0,9.0,4.0,901.0,26.0,1861.0
Clayton,Forest Park 6,1463.0,3.0,5.0,115.0,7.0,18.0,4.0,10.0,82.0,22.0,17.0,31.0,22.0,107.0,13.0,4.0,18.0,5.0,4.0,326.0,8.0,821.0
Clayton,Jonesboro 1,3244.0,6.0,5.0,49.0,2.0,8.0,6.0,5.0,228.0,80.0,2.0,67.0,47.0,74.0,38.0,3.0,17.0,5.0,5.0,1304.0,21.0,1972.0
Clayton,Jonesboro 2,4345.0,4.0,4.0,53.0,11.0,4.0,5.0,12.0,304.0,112.0,4.0,85.0,57.0,63.0,43.0,9.0,25.0,5.0,4.0,1722.0,27.0,2553.0
Clayton,Jonesboro 3,4107.0,5.0,7.0,144.0,8.0,18.0,5.0,11.0,292.0,77.0,8.0,88.0,56.0,213.0,54.0,9.0,18.0,6.0,10.0,1573.0,24.0,2626.0
Clayton,Jonesboro 4,2574.0,6.0,3.0,61.0,1.0,6.0,4.0,13.0,144.0,50.0,2.0,58.0,39.0,111.0,23.0,2.0,8.0,1.0,6.0,628.0,13.0,1179.0
Clayton,Jonesboro 5,2064.0,2.0,5.0,109.0,6.0,9.0,3.0,5.0,165.0,47.0,5.0,33.0,28.0,143.0,29.0,4.0,8.0,7.0,6.0,694.0,9.0,1317.0
Clayton,Jonesboro 6,2574.0,2.0,6.0,375.0,3.0,13.0,1.0,8.0,83.0,26.0,7.0,22.0,31.0,471.0,13.0,12.0,7.0,2.0,3.0,885.0,6.0,1976.0
Clayton,Jonesboro 7,3174.0,10.0,8.0,130.0,5.0,14.0,4.0,7.0,236.0,65.0,8.0,75.0,43.0,188.0,23.0,7.0,10.0,7.0,5.0,1129.0,19.0,1993.0
Clayton,Jonesboro 8,3947.0,5.0,5.0,44.0,6.0,8.0,3.0,6.0,301.0,97.0,5.0,72.0,50.0,75.0,40.0,7.0,18.0,8.0,5.0,1163.0,20.0,1938.0
Clayton,Jonesboro 9,1759.0,5.0,1.0,44.0,4.0,3.0,4.0,8.0,94.0,27.0,0.0,33.0,14.0,81.0,14.0,0.0,13.0,3.0,1.0,422.0,9.0,780.0
Clayton,Jonesboro 10,3398.0,5.0,8.0,61.0,1.0,8.0,3.0,6.0,203.0,82.0,6.0,82.0,55.0,88.0,44.0,5.0,16.0,6.0,6.0,912.0,12.0,1609.0
Clayton,Jonesboro 11,3863.0,7.0,12.0,182.0,2.0,17.0,9.0,11.0,259.0,77.0,5.0,60.0,66.0,251.0,39.0,7.0,17.0,14.0,5.0,1529.0,20.0,2589.0
Clayton,Jonesboro 12,3067.0,2.0,5.0,42.0,4.0,5.0,3.0,4.0,208.0,78.0,3.0,70.0,46.0,62.0,42.0,3.0,15.0,4.0,2.0,1091.0,13.0,1702.0
Clayton,Jonesboro 13,2140.0,4.0,2.0,72.0,4.0,10.0,4.0,2.0,166.0,56.0,4.0,48.0,40.0,103.0,18.0,3.0,11.0,5.0,5.0,859.0,14.0,1430.0
