index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Douglas,Mirror Lake Elementary,6745,622,1567,927,3,3119,223,695,381,2,1301,4420,
1,Douglas,Winston,1911,179,478,198,1,856,66,218,87,1,372,1228,
2,Douglas,Dog River Library,4915,296,1469,503,0,2268,184,955,315,0,1454,3722,
3,Douglas,Atlanta West Pentecostal,4076,376,845,441,1,1663,86,203,133,0,422,2085,
4,Douglas,Ephesus Baptist Church,3930,420,970,420,0,1810,222,642,238,0,1102,2912,
5,Douglas,Prays Mill Gym,5459,391,1399,676,0,2466,167,783,328,0,1278,3744,
6,Douglas,Turner,3847,377,886,445,0,1708,125,341,238,0,704,2412,
7,Douglas,First Baptist Lithia Springs,1966,191,414,240,5,850,74,180,119,2,375,1225,
8,Douglas,Lithia Springs High School,6033,370,1683,927,1,2981,81,531,323,0,935,3916,
9,Douglas,Deer Lick,3042,203,753,346,1,1303,59,311,118,0,488,1791,
10,Douglas,Golden Methodist Church,5634,399,1404,764,2,2569,119,408,270,1,798,3367,
11,Douglas,Old Courthouse,5675,351,1209,691,3,2254,113,489,281,2,885,3139,
12,Douglas,Beulah Baptist Church,3500,318,819,431,1,1569,133,345,186,0,664,2233,
13,Douglas,Stewart,3208,300,753,437,1,1491,68,231,127,0,426,1917,
14,Douglas,Arbor Station,2990,291,734,350,8,1383,82,244,152,1,479,1862,
15,Douglas,Bright Star,2703,266,589,299,1,1155,106,306,156,0,568,1723,
16,Douglas,Dorsett Shoals,3901,345,817,449,1,1612,144,406,223,0,773,2385,
17,Douglas,Chapel Hill,4016,277,1175,592,3,2047,103,429,214,3,749,2796,
18,Douglas,Church At Chapel Hill,6353,405,1968,854,0,3227,120,756,383,0,1259,4486,
19,Douglas,Chestnut Log,5177,286,1091,571,5,1953,118,391,211,0,720,2673,
20,Douglas,St Julians Episcopal,2253,222,506,276,0,1004,87,200,163,0,450,1454,
21,Douglas,Lutheran Church-GS,4149,77,1193,637,2,1909,33,490,272,0,795,2704,
22,Douglas,First Baptist Douglasville,2478,158,680,426,0,1264,59,297,194,0,550,1814,
23,Douglas,Factory Shoals,4359,248,1361,632,1,2242,88,456,239,0,783,3025,
24,Douglas,Boundary Waters,4220,243,1393,521,1,2158,51,448,173,0,672,2830,
