index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Douglas,Mirror Lake Elementary,6745,424,1105,430,2,1961,378,1131,886,2,2397,55,82,45,1,183,4541,
1,Douglas,Winston,1911,101,304,118,0,523,141,390,169,1,701,10,20,12,1,43,1267,
2,Douglas,Dog River Library,4915,402,1957,454,0,2813,81,480,357,0,918,24,79,41,0,144,3875,
3,Douglas,Atlanta West Pentecostal,4076,70,111,61,0,242,378,917,522,1,1818,15,36,18,0,69,2129,
4,Douglas,Ephesus Baptist Church,3930,545,1326,398,0,2269,89,315,265,0,669,39,44,16,0,99,3037,
5,Douglas,Prays Mill Gym,5459,348,1383,445,0,2176,200,808,574,0,1582,37,60,30,0,127,3885,
6,Douglas,Turner,3847,217,536,262,0,1015,265,682,441,0,1388,34,45,20,0,99,2502,
7,Douglas,First Baptist Lithia Springs,1966,122,295,150,2,569,118,286,220,5,629,27,26,17,0,70,1268,
8,Douglas,Lithia Springs High School,6033,83,402,172,0,657,345,1783,1078,1,3207,34,71,36,1,142,4006,
9,Douglas,Deer Lick,3042,106,473,154,1,734,158,595,301,0,1054,10,32,17,0,59,1847,
10,Douglas,Golden Methodist Church,5634,81,239,131,1,452,411,1546,887,3,2847,36,58,49,0,143,3442,
11,Douglas,Old Courthouse,5675,135,585,295,0,1015,312,1103,697,4,2116,35,60,37,1,133,3264,
12,Douglas,Beulah Baptist Church,3500,237,601,276,1,1115,198,568,358,0,1124,30,31,16,0,77,2316,
13,Douglas,Stewart,3208,58,137,63,0,258,300,834,509,1,1644,22,30,12,0,64,1966,
14,Douglas,Arbor Station,2990,132,307,127,0,566,227,650,374,9,1260,21,41,26,0,88,1914,
15,Douglas,Bright Star,2703,240,549,189,1,979,131,350,276,1,758,18,29,17,0,64,1801,
16,Douglas,Dorsett Shoals,3901,300,756,291,0,1347,165,460,379,0,1004,33,45,32,1,111,2462,
17,Douglas,Chapel Hill,4016,127,484,143,0,754,232,1101,661,6,2000,23,59,28,0,110,2864,
18,Douglas,Church At Chapel Hill,6353,176,920,292,0,1388,331,1780,961,0,3072,39,68,31,0,138,4598,
19,Douglas,Chestnut Log,5177,117,379,162,2,660,267,1095,615,3,1980,30,44,31,0,105,2745,
20,Douglas,St Julians Episcopal,2253,179,387,170,0,736,127,311,275,0,713,12,22,14,0,48,1497,
21,Douglas,Lutheran Church-GS,4149,58,638,270,1,967,47,1033,647,1,1728,5,51,20,0,76,2771,
22,Douglas,First Baptist Douglasville,2478,114,418,211,0,743,94,546,426,0,1066,15,27,12,0,54,1863,
23,Douglas,Factory Shoals,4359,113,474,172,1,760,202,1338,707,0,2247,27,46,24,0,97,3104,
24,Douglas,Boundary Waters,4220,35,285,62,0,382,239,1547,645,1,2432,19,37,16,0,72,2886,
