index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Douglas,Mirror Lake Elementary,6745,635,1709,1080,2,3426,210,541,237,2,990,4416,
1,Douglas,Winston,1911,174,496,225,1,896,71,198,62,1,332,1228,
2,Douglas,Dog River Library,4915,348,1722,680,0,2750,137,700,139,0,976,3726,
3,Douglas,Atlanta West Pentecostal,4076,346,843,459,0,1648,118,206,116,1,441,2089,
4,Douglas,Ephesus Baptist Church,3930,465,1181,558,0,2204,177,436,99,0,712,2916,
5,Douglas,Prays Mill Gym,5459,410,1600,819,0,2829,143,595,186,0,924,3753,
6,Douglas,Turner,3847,381,939,558,0,1878,116,302,134,0,552,2430,
7,Douglas,First Baptist Lithia Springs,1966,195,442,297,4,938,65,155,75,3,298,1236,
8,Douglas,Lithia Springs High School,6033,349,1700,1005,1,3055,104,521,237,0,862,3917,
9,Douglas,Deer Lick,3042,210,785,382,1,1378,57,289,86,0,432,1810,
10,Douglas,Golden Methodist Church,5634,371,1377,833,3,2584,148,434,196,0,778,3362,
11,Douglas,Old Courthouse,5675,325,1262,779,4,2370,143,430,205,1,779,3149,
12,Douglas,Beulah Baptist Church,3500,343,857,502,1,1703,110,310,122,0,542,2245,
13,Douglas,Stewart,3208,277,762,444,1,1484,91,223,121,0,435,1919,
14,Douglas,Arbor Station,2990,297,758,416,7,1478,75,221,87,2,385,1863,
15,Douglas,Bright Star,2703,289,678,373,0,1340,85,227,83,1,396,1736,
16,Douglas,Dorsett Shoals,3901,352,920,552,2,1826,137,308,122,0,567,2393,
17,Douglas,Chapel Hill,4016,302,1258,670,4,2234,78,349,139,2,568,2802,
18,Douglas,Church At Chapel Hill,6353,416,2103,1009,0,3528,114,623,232,0,969,4497,
19,Douglas,Chestnut Log,5177,302,1136,647,5,2090,103,350,132,0,585,2675,
20,Douglas,St Julians Episcopal,2253,232,532,354,0,1118,80,169,93,0,342,1460,
21,Douglas,Lutheran Church-GS,4149,77,1274,776,2,2129,34,410,134,0,578,2707,
22,Douglas,First Baptist Douglasville,2478,165,720,505,0,1390,48,249,115,0,412,1802,
23,Douglas,Factory Shoals,4359,264,1418,732,0,2414,81,400,134,0,615,3029,
24,Douglas,Boundary Waters,4220,228,1439,561,0,2228,58,401,136,1,596,2824,
