index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Douglas,Mirror Lake Elementary,6745,422,1089,425,1,1937,411,1188,880,3,2482,36,52,33,0,121,4540,
1,Douglas,Winston,1911,98,306,113,0,517,150,406,173,2,731,9,14,4,0,27,1275,
2,Douglas,Dog River Library,4915,406,1977,429,0,2812,92,529,395,0,1016,17,45,23,0,85,3913,
3,Douglas,Atlanta West Pentecostal,4076,71,113,49,0,233,383,948,520,1,1852,17,16,17,0,50,2135,
4,Douglas,Ephesus Baptist Church,3930,555,1322,387,0,2264,111,361,270,0,742,17,25,16,0,58,3064,
5,Douglas,Prays Mill Gym,5459,344,1370,432,0,2146,222,864,577,0,1663,25,46,28,0,99,3908,
6,Douglas,Turner,3847,220,542,258,0,1020,285,712,439,0,1436,18,21,14,0,53,2509,
7,Douglas,First Baptist Lithia Springs,1966,129,298,144,1,572,122,300,222,4,648,20,16,17,1,54,1274,
8,Douglas,Lithia Springs High School,6033,83,399,164,0,646,368,1829,1072,2,3271,17,38,23,0,78,3995,
9,Douglas,Deer Lick,3042,111,477,150,1,739,155,612,299,0,1066,12,22,14,0,48,1853,
10,Douglas,Golden Methodist Church,5634,85,251,133,1,470,430,1576,869,2,2877,23,41,40,1,105,3452,
11,Douglas,Old Courthouse,5675,135,579,296,0,1010,326,1135,692,4,2157,29,52,25,1,107,3274,
12,Douglas,Beulah Baptist Church,3500,237,600,266,1,1104,216,598,353,0,1167,23,21,22,0,66,2337,
13,Douglas,Stewart,3208,60,146,58,0,264,313,853,495,1,1662,10,17,10,0,37,1963,
14,Douglas,Arbor Station,2990,135,311,123,1,570,236,671,392,8,1307,15,26,14,0,55,1932,
15,Douglas,Bright Star,2703,243,557,199,1,1000,141,365,276,1,783,14,15,11,0,40,1823,
16,Douglas,Dorsett Shoals,3901,291,748,276,0,1315,182,494,397,1,1074,35,31,17,1,84,2473,
17,Douglas,Chapel Hill,4016,129,472,139,0,740,248,1142,676,6,2072,12,39,17,0,68,2880,
18,Douglas,Church At Chapel Hill,6353,176,895,275,0,1346,351,1867,981,0,3199,24,35,16,0,75,4620,
19,Douglas,Chestnut Log,5177,116,381,153,1,651,287,1132,610,4,2033,18,24,27,0,69,2753,
20,Douglas,St Julians Episcopal,2253,178,379,176,0,733,137,323,271,0,731,6,29,12,0,47,1511,
21,Douglas,Lutheran Church-GS,4149,60,626,247,1,934,51,1078,655,1,1785,4,34,14,0,52,2771,
22,Douglas,First Baptist Douglasville,2478,113,416,206,0,735,108,575,436,0,1119,6,16,6,0,28,1882,
23,Douglas,Factory Shoals,4359,110,470,169,1,750,219,1376,701,0,2296,25,29,18,0,72,3118,
24,Douglas,Boundary Waters,4220,40,273,57,0,370,241,1591,639,1,2472,14,27,15,0,56,2898,
