index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Douglas,Mirror Lake Elementary,6745,432,1105,430,2,1969,421,1211,935,4,2571,25,22,21,0,68,4608,
1,Douglas,Winston,1911,105,304,120,0,529,148,413,180,2,743,6,8,2,0,16,1288,
2,Douglas,Dog River Library,4915,410,1991,437,0,2838,98,544,409,0,1051,10,24,14,0,48,3937,
3,Douglas,Atlanta West Pentecostal,4076,76,117,60,0,253,388,952,548,1,1889,5,5,5,0,15,2157,
4,Douglas,Ephesus Baptist Church,3930,570,1327,385,0,2282,104,353,297,0,754,10,28,6,0,44,3080,
5,Douglas,Prays Mill Gym,5459,357,1381,443,1,2182,220,876,606,0,1702,16,21,11,0,48,3932,
6,Douglas,Turner,3847,229,552,259,0,1040,284,720,462,0,1466,15,13,8,0,36,2542,
7,Douglas,First Baptist Lithia Springs,1966,132,297,150,2,581,125,310,239,5,679,12,9,11,0,32,1292,
8,Douglas,Lithia Springs High School,6033,91,407,176,0,674,365,1843,1121,2,3331,10,16,12,0,38,4043,
9,Douglas,Deer Lick,3042,114,483,151,1,749,160,626,321,0,1107,5,4,7,0,16,1872,
10,Douglas,Golden Methodist Church,5634,96,256,143,2,497,431,1605,922,2,2960,13,11,11,0,35,3492,
11,Douglas,Old Courthouse,5675,143,582,289,0,1014,330,1170,745,4,2249,15,18,12,1,46,3309,
12,Douglas,Beulah Baptist Church,3500,247,604,279,1,1131,222,603,372,0,1197,8,9,7,0,24,2352,
13,Douglas,Stewart,3208,66,150,63,0,279,309,865,524,1,1699,3,5,8,0,16,1994,
14,Douglas,Arbor Station,2990,142,304,132,1,579,237,691,399,9,1336,8,15,6,0,29,1944,
15,Douglas,Bright Star,2703,248,560,199,1,1008,142,368,291,1,802,9,13,7,0,29,1839,
16,Douglas,Dorsett Shoals,3901,309,753,280,0,1342,186,504,425,1,1116,17,15,9,1,42,2500,
17,Douglas,Chapel Hill,4016,140,491,136,0,767,238,1146,708,6,2098,12,11,8,0,31,2896,
18,Douglas,Church At Chapel Hill,6353,184,903,283,0,1370,348,1878,1024,0,3250,17,20,8,0,45,4665,
19,Douglas,Chestnut Log,5177,132,383,160,2,677,280,1143,639,3,2065,10,12,16,0,38,2780,
20,Douglas,St Julians Episcopal,2253,179,394,178,0,751,140,323,286,0,749,3,12,9,0,24,1524,
21,Douglas,Lutheran Church-GS,4149,57,619,251,1,928,53,1104,695,1,1853,5,21,5,0,31,2812,
22,Douglas,First Baptist Douglasville,2478,115,411,203,0,729,106,583,453,1,1143,7,9,4,0,20,1892,
23,Douglas,Factory Shoals,4359,122,478,169,1,770,224,1386,737,0,2347,8,14,9,0,31,3148,
24,Douglas,Boundary Waters,4220,39,287,58,0,384,248,1587,660,1,2496,3,14,11,0,28,2908,
