index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Calhoun,Leary,721,60,93,23,0,176,110,111,119,0,340,516,
1,Calhoun,Morgan,662,67,150,42,0,259,41,105,82,0,228,487,
2,Calhoun,Edison,523,15,27,5,0,47,81,103,70,0,254,301,
3,Calhoun,Edison-Arlington,594,33,63,19,0,115,89,114,74,0,277,392,
4,Calhoun,Arlington,684,28,61,8,0,97,112,112,142,0,366,463,
