index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Calhoun,Leary,721,77,116,34,0,227,90,91,110,0,291,5,0,0,0,5,523,
1,Calhoun,Morgan,662,87,201,62,0,350,22,60,62,0,144,0,2,0,0,2,496,
2,Calhoun,Edison,523,23,30,11,0,64,76,104,63,0,243,0,0,1,0,1,308,
3,Calhoun,Edison-Arlington,594,57,77,27,0,161,67,102,65,0,234,0,0,1,0,1,396,
4,Calhoun,Arlington,684,35,70,16,0,121,106,106,136,0,348,1,0,1,0,2,471,
