index,County,Precinct,Registered Voters,Tracy Taylor (Rep)_Election Day Votes,Tracy Taylor (Rep)_Advanced Voting Votes,Tracy Taylor (Rep)_Absentee by Mail Votes,Tracy Taylor (Rep)_Provisional Votes,Tracy Taylor (Rep)_Choice Total,Freddie Powell Sims (I) (Dem)_Election Day Votes,Freddie Powell Sims (I) (Dem)_Advanced Voting Votes,Freddie Powell Sims (I) (Dem)_Absentee by Mail Votes,Freddie Powell Sims (I) (Dem)_Provisional Votes,Freddie Powell Sims (I) (Dem)_Choice Total,Total,
0,Calhoun,Leary,721,67,101,32,0,200,87,93,108,0,288,488,
1,Calhoun,Morgan,662,76,171,49,0,296,30,84,73,0,187,483,
2,Calhoun,Edison,523,21,28,9,0,58,74,99,66,0,239,297,
3,Calhoun,Edison-Arlington,594,53,69,20,0,142,65,104,68,0,237,379,
4,Calhoun,Arlington,684,34,65,13,0,112,100,104,134,0,338,450,
