index,County,Precinct,Registered Voters,David Lee Barnes (I) (Dem)_Election Day Votes,David Lee Barnes (I) (Dem)_Advanced Voting Votes,David Lee Barnes (I) (Dem)_Absentee by Mail Votes,David Lee Barnes (I) (Dem)_Provisional Votes,David Lee Barnes (I) (Dem)_Choice Total,Total,
0,Calhoun,Leary,721,143,161,133,0,437,437,
