index,County,Precinct,Registered Voters,"Tommy Manry, Jr. (I) (Dem)_Election Day Votes","Tommy Manry, Jr. (I) (Dem)_Advanced Voting Votes","Tommy Manry, Jr. (I) (Dem)_Absentee by Mail Votes","Tommy Manry, Jr. (I) (Dem)_Provisional Votes","Tommy Manry, Jr. (I) (Dem)_Choice Total",Total,
0,Calhoun,Edison-Arlington,594,105,170,91,0,366,366,
