index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Gilmer,Ellijay South,3172,287,828,347,2,1464,110,385,162,0,657,2121,
1,Gilmer,Cartecay,1598,297,337,161,2,797,107,155,74,0,336,1133,
2,Gilmer,Tails Creek,1782,328,335,126,0,789,138,162,47,0,347,1136,
3,Gilmer,Town Creek,1234,206,218,89,0,513,107,113,43,0,263,776,
4,Gilmer,Leaches,2939,386,742,308,2,1438,157,281,112,0,550,1988,
5,Gilmer,Cherry Log,926,188,193,124,0,505,80,63,30,0,173,678,
6,Gilmer,Boardtown,1391,194,371,194,2,761,93,145,71,1,310,1071,
7,Gilmer,Mountaintown,1139,190,251,116,1,558,84,134,35,0,253,811,
8,Gilmer,East Ellijay,1655,172,448,175,0,795,82,204,69,0,355,1150,
9,Gilmer,Ellijay North,1810,198,433,153,1,785,88,194,74,0,356,1141,
10,Gilmer,Yukon,1288,239,263,110,0,612,112,107,50,0,269,881,
11,Gilmer,Big Creek,1479,273,304,178,0,755,105,129,59,0,293,1048,
12,Gilmer,Ellijay Northeast,1851,162,515,219,0,896,66,231,76,0,373,1269,
